latitude,longitude,capacity,iday,imonth,iyear,date,city,provstate,country,country_txt,attacktype
54.347539,-6.656108,1,27,8,1982,27/08/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.893002,-6.208449,1,1,9,1982,01/09/1982,Broughshane,Northern Ireland,603,United Kingdom,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,5,9,1982,05/09/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
42.5,27.466667,1,9,9,1982,09/09/1982,Burgas,Burgas,32,Bulgaria,Assassination
42.5,27.466667,1,9,9,1982,09/09/1982,Burgas,,32,Bulgaria,Assassination
43.311307,-1.900896,4,14,9,1982,14/09/1982,Errenteria,Basque Country,185,Spain,Armed Assault
40.465595,-3.696263,1,16,9,1982,16/09/1982,Madrid,Madrid,185,Spain,Assassination
54.607712,-5.95621,3,16,9,1982,16/09/1982,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,20,9,1982,20/09/1982,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
43.307458,-2.946418,1,23,9,1982,23/09/1982,Erandio,Basque Country,185,Spain,Assassination
54.607712,-5.95621,1,25,9,1982,25/09/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,26,9,1982,26/09/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
50.11797,8.644191,1,27,9,1982,27/09/1982,Frankfurt,Hesse,362,West Germany (FRG),Bombing/Explosion
54.607712,-5.95621,1,27,9,1982,27/09/1982,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,30,9,1982,30/09/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,1,10,1982,01/10/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.35028,-6.652792,1,1,10,1982,01/10/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.645861,-6.745149,1,1,10,1982,01/10/1982,Cookstown,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,5,10,1982,05/10/1982,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.347539,-6.656108,2,7,10,1982,07/10/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,8,10,1982,08/10/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
42.815372,-1.653616,1,9,10,1982,09/10/1982,Pamplona,Navarre,185,Spain,Assassination
41.890961,12.490069,1,9,10,1982,09/10/1982,Rome,Lazio,98,Italy,Bombing/Explosion
43.338233,-1.789272,1,12,10,1982,12/10/1982,Irun,Basque Country,185,Spain,Assassination
43.078794,-1.914608,1,14,10,1982,14/10/1982,Leitza,Navarre,185,Spain,Bombing/Explosion
42.695391,-1.676069,1,16,10,1982,16/10/1982,Unknown,Navarre,185,Spain,Facility/Infrastructure Attack
43.078794,-1.914608,1,16,10,1982,16/10/1982,Leitza,Navarre,185,Spain,Facility/Infrastructure Attack
54.159548,-6.458147,1,22,10,1982,22/10/1982,Lislea,Northern Ireland,603,United Kingdom,Hostage Taking (Kidnapping)
43.34872,-3.010091,1,23,10,1982,23/10/1982,Algorta,Basque Country,185,Spain,Assassination
54.607712,-5.95621,1,25,10,1982,25/10/1982,Belfast,Northern Ireland,603,United Kingdom,Unarmed Assault
54.347539,-6.656108,1,25,10,1982,25/10/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.463367,-6.328597,3,27,10,1982,27/10/1982,Lurgan,Northern Ireland,603,United Kingdom,Bombing/Explosion
40.465595,-3.696263,1,4,11,1982,04/11/1982,Madrid,Madrid,185,Spain,Assassination
43.090476,-2.31322,1,8,11,1982,08/11/1982,Zumarraga,Basque Country,185,Spain,Bombing/Explosion
54.345417,-7.636355,2,9,11,1982,09/11/1982,Enniskillen,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.347539,-6.656108,1,10,11,1982,10/11/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,15,11,1982,15/11/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,16,11,1982,16/11/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.298121,-6.521291,2,16,11,1982,16/11/1982,Markethill,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,16,11,1982,16/11/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
43.291618,-1.977903,1,18,11,1982,18/11/1982,Donostia-San Sebastian,Basque Country,185,Spain,Armed Assault
54.607712,-5.95621,1,20,11,1982,20/11/1982,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.347539,-6.656108,1,27,11,1982,27/11/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.536706,-6.70361,1,2,12,1982,02/12/1982,Coalisland,Northern Ireland,603,United Kingdom,Assassination
55.043617,-7.023927,16,6,12,1982,06/12/1982,Ballykelly,Northern Ireland,603,United Kingdom,Bombing/Explosion
37.99749,23.762728,1,8,12,1982,08/12/1982,Athens,Attica,78,Greece,Bombing/Explosion
43.136978,-2.073914,1,13,12,1982,13/12/1982,Tolosa,Basque Country,185,Spain,Assassination
54.347539,-6.656108,1,19,12,1982,19/12/1982,Armagh,Northern Ireland,603,United Kingdom,Assassination
43.338233,-1.789272,2,29,12,1982,29/12/1982,Irun,Basque Country,185,Spain,Assassination
54.103436,-6.193593,2,1,1,1983,01/01/1983,Rostrevor,Northern Ireland,603,United Kingdom,Assassination
43.258434,-2.921819,1,3,1,1983,03/01/1983,bilbao,Basque Country,185,Spain,Assassination
54.103436,-6.193593,2,6,1,1983,06/01/1983,Rostrevor,Northern Ireland,603,United Kingdom,Armed Assault
43.420422,-2.722158,2,8,1,1983,08/01/1983,Bermeo,Basque Country,185,Spain,Assassination
54.607712,-5.95621,1,8,1,1983,08/01/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,16,1,1983,16/01/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,18,1,1983,18/01/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,19,1,1983,19/01/1983,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.292151,-7.66984,1,19,1,1983,19/01/1983,Arney,Northern Ireland,603,United Kingdom,Assassination
41.890961,12.490069,1,28,1,1983,28/01/1983,Rome,Lazio,98,Italy,Assassination
43.054198,-2.178116,1,2,2,1983,02/02/1983,Villafranca de Ordizia,Basque Country,185,Spain,Bombing/Explosion
43.291618,-1.977903,1,3,2,1983,03/02/1983,Donostia-San Sebastian,Basque Country,185,Spain,Bombing/Explosion
43.258434,-2.921819,3,5,2,1983,05/02/1983,Bilbao,Basque Country,185,Spain,Bombing/Explosion
54.102813,-6.259412,1,20,2,1983,20/02/1983,Warrenpoint,Northern Ireland,603,United Kingdom,Assassination
54.347539,-6.656108,1,21,2,1983,21/02/1983,Armagh,Northern Ireland,603,United Kingdom,Bombing/Explosion
59.332788,18.064488,1,22,2,1983,22/02/1983,Stockholm,Stockholm,198,Sweden,Bombing/Explosion
54.462837,-7.026944,1,25,2,1983,25/02/1983,Ballygawley,Northern Ireland,603,United Kingdom,Assassination
40.465595,-3.696263,1,26,2,1983,26/02/1983,Madrid,Madrid,185,Spain,Assassination
48.856644,2.34233,1,28,2,1983,28/02/1983,Paris,Ile-de-France,69,France,Bombing/Explosion
43.296482,5.36978,2,28,2,1983,28/02/1983,Marseilles,Provence-Alpes-Cote d'Azur,69,France,Bombing/Explosion
54.462837,-7.026944,1,28,2,1983,28/02/1983,Ballygawley,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,3,1983,02/03/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,3,1983,02/03/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.347539,-6.656108,1,8,3,1983,08/03/1983,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.65548,-5.674815,1,9,3,1983,09/03/1983,Bangor,Northern Ireland,603,United Kingdom,Assassination
44.818611,20.468056,2,9,3,1983,09/03/1983,Belgrade,Serbia,235,Yugoslavia,Assassination
54.347539,-6.656108,1,9,3,1983,09/03/1983,Armagh,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,11,3,1983,11/03/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.183052,-6.341388,1,15,3,1983,15/03/1983,Newry,Northern Ireland,603,United Kingdom,Assassination
43.291618,-1.977903,1,24,3,1983,24/03/1983,Donostia-San Sebastian,Basque Country,185,Spain,Armed Assault
54.462837,-7.026944,1,25,3,1983,25/03/1983,Ballygawley,Northern Ireland,603,United Kingdom,Assassination
43.291618,-1.977903,1,26,3,1983,26/03/1983,Donostia-San Sebastian,Basque Country,185,Spain,Bombing/Explosion
54.607712,-5.95621,1,31,3,1983,31/03/1983,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.463367,-6.328597,1,2,4,1983,02/04/1983,Lurgan,Northern Ireland,603,United Kingdom,Assassination
54.65548,-5.674815,1,3,4,1983,03/04/1983,Bangor,Northern Ireland,603,United Kingdom,Assassination
54.600305,-7.298402,1,9,4,1983,09/04/1983,Omagh,Northern Ireland,603,United Kingdom,Assassination
37.088991,-8.252283,1,10,4,1983,10/04/1983,Albufeira,Faro,162,Portugal,Assassination
55.011562,-7.312045,1,11,4,1983,11/04/1983,Londonderry,Northern Ireland,603,United Kingdom,Armed Assault
54.250039,-6.703625,1,13,4,1983,13/04/1983,Keady,Northern Ireland,603,United Kingdom,Assassination
43.370873,-8.395835,1,29,4,1983,29/04/1983,A Coruna district,Galicia,185,Spain,Assassination
43.258434,-2.921819,3,4,5,1983,04/05/1983,bilbao,Basque Country,185,Spain,Assassination
54.673252,-7.627484,1,7,5,1983,07/05/1983,Killen,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,10,5,1983,10/05/1983,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,16,5,1983,16/05/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.645861,-6.745149,1,26,5,1983,26/05/1983,Cookstown,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,26,5,1983,26/05/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.450971,-6.79434,1,4,6,1983,04/06/1983,Eglish,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,10,6,1983,10/06/1983,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
43.291618,-1.977903,1,23,6,1983,23/06/1983,Donostia-San Sebastian,Basque Country,185,Spain,Bombing/Explosion
43.291618,-1.977903,1,23,6,1983,23/06/1983,Donostia-San Sebastian,Basque Country,185,Spain,Assassination
45.072731,7.679541,1,26,6,1983,26/06/1983,Turin,Piedmont,98,Italy,Assassination
42.815372,-1.653616,1,27,6,1983,27/06/1983,Pamplona,Navarre,185,Spain,Assassination
54.603826,-7.168991,1,27,6,1983,27/06/1983,Drumnakilly,Northern Ireland,603,United Kingdom,Assassination
54.592408,-6.7702,1,9,7,1983,09/07/1983,Tullylagan,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.462837,-7.026944,4,13,7,1983,13/07/1983,Ballygawley,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.077313,-6.608787,2,13,7,1983,13/07/1983,Crossmaglen,Northern Ireland,603,United Kingdom,Assassination
50.836426,4.367415,1,14,7,1983,14/07/1983,Brussels,Brussels,21,Belgium,Assassination
48.856644,2.34233,8,15,7,1983,15/07/1983,Paris,Ile-de-France,69,France,Bombing/Explosion
42.84964,-2.692359,1,23,7,1983,23/07/1983,Vitoria,Basque Country,185,Spain,Assassination
38.725299,-9.150036,7,27,7,1983,27/07/1983,Lisbon,Lisbon,162,Portugal,Bombing/Explosion
43.303261,-2.204363,2,30,7,1983,30/07/1983,Guetaria,Basque Country,185,Spain,Assassination
,,1,5,8,1983,05/08/1983,Dyarcun,Unknown,185,Spain,Assassination
43.271382,-2.049934,2,13,8,1983,13/08/1983,Usurbil,Basque Country,185,Spain,Bombing/Explosion
54.250039,-6.703625,2,13,8,1983,13/08/1983,Keady,Northern Ireland,603,United Kingdom,Armed Assault
37.99749,23.762728,1,20,8,1983,20/08/1983,Athens,Attica,78,Greece,Assassination
54.819164,-7.467909,1,23,8,1983,23/08/1983,Strabane,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,24,8,1983,24/08/1983,Londonderry,Northern Ireland,603,United Kingdom,Assassination
52.50153,13.401851,2,25,8,1983,25/08/1983,West Berlin,Berlin,362,West Germany (FRG),Bombing/Explosion
43.267549,-1.975814,1,6,9,1983,06/09/1983,Hernani,Basque Country,185,Spain,Assassination
43.291618,-1.977903,1,6,9,1983,06/09/1983,Donostia-San Sebastian,Basque Country,185,Spain,Assassination
54.607712,-5.95621,1,7,9,1983,07/09/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.42071,-6.443767,1,20,9,1983,20/09/1983,Portadown,Northern Ireland,603,United Kingdom,Assassination
41.981796,2.8237,2,21,9,1983,21/09/1983,Gerona,Catalonia,185,Spain,Bombing/Explosion
43.296482,5.36978,1,30,9,1983,30/09/1983,Marseilles,Provence-Alpes-Cote d'Azur,69,France,Bombing/Explosion
43.296482,5.36978,1,1,10,1983,01/10/1983,Marseilles,Provence-Alpes-Cote d'Azur,69,France,Bombing/Explosion
43.320664,-3.020252,1,3,10,1983,03/10/1983,Portugalete,Basque Country,185,Spain,Assassination
43.258434,-2.921819,1,5,10,1983,05/10/1983,Bilbao,Basque Country,185,Spain,Hostage Taking (Kidnapping)
54.328629,-5.716669,2,6,10,1983,06/10/1983,Downpatrick,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,10,10,1983,10/10/1983,Belfast,Northern Ireland,603,United Kingdom,Assassination
43.267549,-1.975814,1,10,10,1983,10/10/1983,hernani,Basque Country,185,Spain,Assassination
43.311307,-1.900896,1,13,10,1983,13/10/1983,Errenteria,Basque Country,185,Spain,Assassination
36.529688,-6.292657,1,14,10,1983,14/10/1983,Cadiz,Andalusia,185,Spain,Assassination
55.011562,-7.312045,1,15,10,1983,15/10/1983,Londonderry,Northern Ireland,603,United Kingdom,Bombing/Explosion
