latitude,longitude,capacity,iday,imonth,iyear,date,city,provstate,country,country_txt,attacktype
54.607712,-5.95621,1,22,8,1975,22/08/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.347539,-6.656108,3,22,8,1975,22/08/1975,Armagh,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.192934,-6.576051,2,24,8,1975,24/08/1975,Newtownhamilton,Northern Ireland,603,United Kingdom,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,27,8,1975,27/08/1975,Finaghy,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,27,8,1975,27/08/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,29,8,1975,29/08/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
51.504387,-0.140041,1,29,8,1975,29/08/1975,London,England,603,United Kingdom,Bombing/Explosion
54.223033,-6.486782,1,30,8,1975,30/08/1975,Whitecross,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,30,8,1975,30/08/1975,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.291162,-6.732317,1,31,8,1975,31/08/1975,Madden,Northern Ireland,603,United Kingdom,Assassination
54.446614,-6.690752,1,1,9,1975,01/09/1975,Moy,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,1,9,1975,01/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.192934,-6.576051,5,1,9,1975,01/09/1975,Newtownhamilton,Northern Ireland,603,United Kingdom,Armed Assault
54.717098,-6.003242,1,1,9,1975,01/09/1975,Ballyrobert,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,9,1975,02/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,3,9,1975,03/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
51.504387,-0.140041,2,5,9,1975,05/09/1975,London,England,603,United Kingdom,Bombing/Explosion
54.787715,-6.492314,1,7,9,1975,07/09/1975,Unknown,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,8,9,1975,08/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.855103,-5.811254,1,8,9,1975,08/09/1975,Larne,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.411142,-6.600146,1,8,9,1975,08/09/1975,Loughgall,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,9,9,1975,09/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.543446,-6.039963,1,12,9,1975,12/09/1975,Derriaghy,Northern Ireland,603,United Kingdom,Assassination
41.400635,2.150913,1,14,9,1975,14/09/1975,Barcelona,Barcelona,185,Spain,Assassination
54.607712,-5.95621,1,14,9,1975,14/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,18,9,1975,18/09/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.42071,-6.443767,1,23,9,1975,23/09/1975,Portadown,Northern Ireland,603,United Kingdom,Bombing/Explosion
56.55163,-5.30471,1,26,9,1975,26/09/1975,Creagan,Scotland,603,United Kingdom,Assassination
48.218878,-4.164362,1,29,9,1975,29/09/1975,Dineault,Finistere,69,France,Bombing/Explosion
51.504387,-0.140041,1,0,10,1975,30/09/1975,London,England,603,United Kingdom,Bombing/Explosion
40.465595,-3.696263,1,1,10,1975,01/10/1975,Madrid,Madrid,185,Spain,Assassination
40.465595,-3.696263,1,1,10,1975,01/10/1975,Madrid,Madrid,185,Spain,Assassination
40.465595,-3.696263,1,1,10,1975,01/10/1975,Madrid,Madrid,185,Spain,Assassination
40.465595,-3.696263,1,1,10,1975,01/10/1975,Madrid,Madrid,185,Spain,Assassination
54.607712,-5.95621,4,2,10,1975,02/10/1975,Milfield,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,10,1975,02/10/1975,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.663228,-6.276696,1,2,10,1975,02/10/1975,Ballyginniff,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.401305,-5.649401,1,2,10,1975,02/10/1975,Killyleagh,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,2,10,1975,02/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,3,10,1975,03/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,3,10,1975,03/10/1975,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
43.032888,-2.411348,3,4,10,1975,04/10/1975,Onate,Gipuzcoa,185,Spain,Assassination
43.130387,-2.542155,1,5,10,1975,05/10/1975,Elorrio,Biscay,185,Spain,Assassination
53.361675,-6.245485,1,5,10,1975,05/10/1975,Dublin,Dublin,96,Ireland,Assassination
55.050852,-6.950535,1,6,10,1975,06/10/1975,Limavady,Northern Ireland,603,United Kingdom,Bombing/Explosion
51.504387,-0.140041,1,9,10,1975,09/10/1975,London,England,603,United Kingdom,Bombing/Explosion
54.077313,-6.608787,1,9,10,1975,09/10/1975,Crossmaglen,Northern Ireland,603,United Kingdom,Bombing/Explosion
40.465595,-3.696263,1,10,10,1975,10/10/1975,Madrid,Madrid,185,Spain,Armed Assault
40.465595,-3.696263,1,10,10,1975,10/10/1975,Madrid,Madrid,185,Spain,Armed Assault
54.607712,-5.95621,1,10,10,1975,10/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,10,10,1975,10/10/1975,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
42.977822,-2.642724,1,12,10,1975,12/10/1975,Villarreal de Alava,Alava,185,Spain,Assassination
54.607712,-5.95621,1,14,10,1975,14/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
53.553813,9.991586,1,16,10,1975,16/10/1975,Hamburg,Hamburg,362,West Germany (FRG),Assassination
54.607712,-5.95621,1,17,10,1975,17/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
43.280364,-2.171588,1,18,10,1975,18/10/1975,Zarauz,Gipuzcoa,185,Spain,Assassination
48.208174,16.373819,1,22,10,1975,22/10/1975,Vienna,Vienna,15,Austria,Assassination
51.504387,-0.140041,1,23,10,1975,23/10/1975,London,England,603,United Kingdom,Assassination
54.470773,-6.685257,2,23,10,1975,23/10/1975,Listamlet,Northern Ireland,603,United Kingdom,Assassination
48.856644,2.34233,2,24,10,1975,24/10/1975,Paris,Paris,69,France,Assassination
54.607712,-5.95621,1,29,10,1975,29/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.463367,-6.328597,1,29,10,1975,29/10/1975,Lurgan,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,30,10,1975,30/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,31,10,1975,31/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,31,10,1975,31/10/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.530715,-6.811011,1,31,10,1975,31/10/1975,Donaghmore,Northern Ireland,603,United Kingdom,Unknown
51.504387,-0.140041,1,3,11,1975,03/11/1975,London,England,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,3,11,1975,03/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.411953,-6.745731,1,5,11,1975,05/11/1975,Benburb,Northern Ireland,603,United Kingdom,Assassination
54.192934,-6.576051,1,6,11,1975,06/11/1975,Newtownhamilton,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,9,11,1975,09/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.250039,-6.703625,1,10,11,1975,10/11/1975,Keady,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,11,11,1975,11/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,11,11,1975,11/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,11,11,1975,11/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,11,11,1975,11/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
51.504387,-0.140041,1,12,11,1975,12/11/1975,London,England,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,12,11,1975,12/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,15,11,1975,15/11/1975,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.556491,-7.119659,1,16,11,1975,16/11/1975,Sixmilecross,Northern Ireland,603,United Kingdom,Bombing/Explosion
51.504387,-0.140041,2,18,11,1975,18/11/1975,London,England,603,United Kingdom,Bombing/Explosion
54.081638,-6.448779,1,21,11,1975,21/11/1975,Forkhill,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.05966,-6.57688,3,22,11,1975,22/11/1975,Carnbeg,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,25,11,1975,25/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.594562,-6.931393,2,25,11,1975,25/11/1975,Pomeroy,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,25,11,1975,25/11/1975,Londonderry,Northern Ireland,603,United Kingdom,Assassination
51.504387,-0.140041,1,27,11,1975,27/11/1975,London,England,603,United Kingdom,Assassination
53.361675,-6.245485,1,29,11,1975,29/11/1975,Dublin,Dublin,96,Ireland,Bombing/Explosion
54.607712,-5.95621,1,29,11,1975,29/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,30,11,1975,30/11/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
52.85949,6.517689,3,2,12,1975,02/12/1975,Beilin,Drenthe,142,Netherlands,Armed Assault
55.011562,-7.312045,2,2,12,1975,02/12/1975,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.42071,-6.443767,1,14,12,1975,14/12/1975,Portadown,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,18,12,1975,18/12/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
53.993847,-6.396594,2,19,12,1975,19/12/1975,Dundalk,Louth,96,Ireland,Bombing/Explosion
54.101529,-6.526442,3,19,12,1975,19/12/1975,Silverbridge,Northern Ireland,603,United Kingdom,Bombing/Explosion
48.208174,16.373819,3,21,12,1975,21/12/1975,Vienna,Vienna,15,Austria,Hostage Taking (Barricade Incident)
54.607712,-5.95621,1,21,12,1975,21/12/1975,Belfast,Northern Ireland,603,United Kingdom,Assassination
37.99749,23.762728,1,23,12,1975,23/12/1975,Athens,Attica,78,Greece,Assassination
55.011562,-7.312045,2,28,12,1975,28/12/1975,Londonderry,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.347539,-6.656108,5,30,12,1975,30/12/1975,Armagh,Northern Ireland,603,United Kingdom,Armed Assault
54.442265,-6.60368,1,30,12,1975,30/12/1975,Ardress,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.373521,-6.359509,3,31,12,1975,31/12/1975,Gilford,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.223033,-6.486782,3,4,1,1976,04/01/1976,Whitecross,Northern Ireland,603,United Kingdom,Assassination
54.417699,-6.36559,3,4,1,1976,04/01/1976,Ballydougan,Northern Ireland,603,United Kingdom,Assassination
54.62713,-6.655224,10,5,1,1976,05/01/1976,Kingsmill,Northern Ireland,603,United Kingdom,Assassination
54.77822,-6.557964,1,5,1,1976,05/01/1976,Castledawson,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,7,1,1976,07/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,10,1,1976,10/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,4,13,1,1976,13/01/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,14,1,1976,14/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.692009,-6.6703,1,14,1,1976,14/01/1976,Moneymore,Northern Ireland,603,United Kingdom,Unknown
43.054198,-2.178116,1,17,1,1976,17/01/1976,Villafranca de Ordizia,Gipuzcoa,185,Spain,Assassination
55.011562,-7.312045,1,17,1,1976,17/01/1976,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,17,1,1976,17/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,17,1,1976,17/01/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,22,1,1976,22/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.910864,-7.15523,1,22,1,1976,22/01/1976,Claudy,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,22,1,1976,22/01/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.450971,-6.79434,1,22,1,1976,22/01/1976,Eglish,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,22,1,1976,22/01/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,24,1,1976,24/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.42071,-6.443767,1,25,1,1976,25/01/1976,Portadown,Northern Ireland,603,United Kingdom,Assassination
54.515694,-6.055724,2,25,1,1976,25/01/1976,Lisburn,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,2,27,1,1976,27/01/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,28,1,1976,28/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,29,1,1976,29/01/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,29,1,1976,29/01/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,30,1,1976,30/01/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,2,6,2,1976,06/02/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
50.11797,8.644191,1,7,2,1976,07/02/1976,Frankfurt,Hesse,362,West Germany (FRG),Assassination
54.645861,-6.745149,2,7,2,1976,07/02/1976,Cookstown,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.42071,-6.443767,1,7,2,1976,07/02/1976,Portadown,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,7,2,1976,07/02/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
43.230556,-2.845833,1,9,2,1976,09/02/1976,Galdacano,Biscay,185,Spain,Assassination
41.890961,12.490069,1,9,2,1976,09/02/1976,Rome,Lazio,98,Italy,Armed Assault
54.607712,-5.95621,2,9,2,1976,09/02/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
48.856644,2.34233,1,12,2,1976,12/02/1976,Paris,Paris,69,France,Armed Assault
54.910864,-7.15523,1,12,2,1976,12/02/1976,Claudy,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,12,2,1976,12/02/1976,Belfast,Northern Ireland,603,United Kingdom,Facility/Infrastructure Attack
54.607712,-5.95621,3,15,2,1976,15/02/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.910864,-7.15523,1,17,2,1976,17/02/1976,Claudy,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,19,2,1976,19/02/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,23,2,1976,23/02/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.192934,-6.576051,1,26,2,1976,26/02/1976,Newtownhamilton,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,27,2,1976,27/02/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,27,2,1976,27/02/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
43.291618,-1.977903,1,1,3,1976,01/03/1976,Donostia-San Sebastian,Gipuzcoa,185,Spain,Armed Assault
43.321127,-1.898775,1,1,3,1976,01/03/1976,Lezo,Gipuzcoa,185,Spain,Assassination
54.607712,-5.95621,1,5,3,1976,05/03/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.117879,-6.733377,1,7,3,1976,07/03/1976,Castleblayney,Monaghan,96,Ireland,Bombing/Explosion
54.437725,-6.002254,2,9,3,1976,09/03/1976,Annahilt,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.787715,-6.492314,1,10,3,1976,10/03/1976,Unknown,Northern Ireland,603,United Kingdom,Assassination
54.520541,-5.975842,1,10,3,1976,10/03/1976,Ballyaghlis,Northern Ireland,603,United Kingdom,Armed Assault
55.068201,-3.522168,1,11,3,1976,11/03/1976,Collin,Scotland,603,United Kingdom,Assassination
54.607712,-5.95621,1,13,3,1976,13/03/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,13,3,1976,13/03/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
41.890961,12.490069,1,14,3,1976,14/03/1976,Rome,Lazio,98,Italy,Facility/Infrastructure Attack
43.303261,-2.204363,1,15,3,1976,15/03/1976,Guetaria,Gipuzcoa,185,Spain,Assassination
51.504387,-0.140041,1,15,3,1976,15/03/1976,London,England,603,United Kingdom,Bombing/Explosion
54.50853,-6.763131,4,17,3,1976,17/03/1976,Dungannon,Northern Ireland,603,United Kingdom,Bombing/Explosion
43.291618,-1.977903,1,18,3,1976,18/03/1976,Donostia-San Sebastian,Gipuzcoa,185,Spain,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,18,3,1976,18/03/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
51.504387,-0.140041,1,27,3,1976,27/03/1976,London,England,603,United Kingdom,Bombing/Explosion
54.41795,-6.38296,1,30,3,1976,30/03/1976,Ballygargan,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.482055,-8.088244,3,31,3,1976,31/03/1976,Belleek,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.77822,-6.557964,1,1,4,1976,01/04/1976,Castledawson,Northern Ireland,603,United Kingdom,Assassination
54.832648,-6.601738,1,2,4,1976,02/04/1976,Gulladuff,Northern Ireland,603,United Kingdom,Assassination
43.359399,-1.766148,1,3,4,1976,03/04/1976,Hendaye,Pyrenees-Atlantiques,69,France,Assassination
43.359399,-1.766148,1,3,4,1976,03/04/1976,Hendaye,Pyrenees-Atlantiques,69,France,Assassination
54.607712,-5.95621,1,4,4,1976,04/04/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.192934,-6.576051,1,5,4,1976,05/04/1976,Newtownhamilton,Northern Ireland,603,United Kingdom,Assassination
54.293235,-6.842351,1,6,4,1976,06/04/1976,Middletown,Northern Ireland,603,United Kingdom,Assassination
54.41653,-6.148866,3,7,4,1976,07/04/1976,Dromore,Northern Ireland,603,United Kingdom,Facility/Infrastructure Attack
54.596939,-7.050618,1,8,4,1976,08/04/1976,Carrickmore,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,9,4,1976,09/04/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.347539,-6.656108,1,9,4,1976,09/04/1976,Armagh,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,2,16,4,1976,16/04/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.553417,-6.003314,1,19,4,1976,19/04/1976,Dunmurry,Northern Ireland,603,United Kingdom,Assassination
38.725299,-9.150036,2,22,4,1976,22/04/1976,Lisbon,Lisbon,162,Portugal,Bombing/Explosion
54.536706,-6.70361,1,22,4,1976,22/04/1976,Coalisland,Northern Ireland,603,United Kingdom,Assassination
54.19404,-6.144144,1,24,4,1976,24/04/1976,Hilltown,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.102813,-6.259412,1,24,4,1976,24/04/1976,Warrenpoint,Northern Ireland,603,United Kingdom,Bombing/Explosion
45.469212,9.174508,1,29,4,1976,29/04/1976,Milan,Lombardy,98,Italy,Assassination
54.50853,-6.763131,2,29,4,1976,29/04/1976,Dungannon,Northern Ireland,603,United Kingdom,Assassination
38.725299,-9.150036,1,1,5,1976,01/05/1976,Lisbon,Lisbon,162,Portugal,Bombing/Explosion
53.993847,-6.396594,1,2,5,1976,02/05/1976,Dundalk,Louth,96,Ireland,Assassination
48.856644,2.34233,1,11,5,1976,11/05/1976,Paris,Paris,69,France,Assassination
54.607712,-5.95621,1,13,5,1976,13/05/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
48.856644,2.34233,1,14,5,1976,14/05/1976,Paris,Paris,69,France,Assassination
54.296399,-7.871465,3,15,5,1976,15/05/1976,Belcoo,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,2,15,5,1976,15/05/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.441136,-6.685511,3,15,5,1976,15/05/1976,Charlemont,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.102813,-6.259412,1,15,5,1976,15/05/1976,Warrenpoint,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,16,5,1976,16/05/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.439827,-6.75975,1,16,5,1976,16/05/1976,Eglish,Northern Ireland,603,United Kingdom,Assassination
54.446614,-6.690752,2,17,5,1976,17/05/1976,Moy,Northern Ireland,603,United Kingdom,Assassination
54.441136,-6.685511,1,17,5,1976,17/05/1976,Charlemont,Northern Ireland,603,United Kingdom,Armed Assault
54.479875,-6.228448,1,21,5,1976,21/05/1976,Moira,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.249541,-7.278094,1,22,5,1976,22/05/1976,Corrainy,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,25,5,1976,25/05/1976,Londonderry,Northern Ireland,603,United Kingdom,Assassination
48.856644,2.34233,1,27,5,1976,27/05/1976,Paris,Paris,69,France,Bombing/Explosion
54.607712,-5.95621,1,27,5,1976,27/05/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,28,5,1976,28/05/1976,Belfast,Northern Ireland,603,United Kingdom,Hostage Taking (Barricade Incident)
54.607712,-5.95621,1,30,5,1976,30/05/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
53.553813,9.991586,1,1,6,1976,01/06/1976,Hamburg,Hamburg,362,West Germany (FRG),Assassination
54.607712,-5.95621,1,2,6,1976,02/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,6,1976,02/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.550444,-5.745668,1,2,6,1976,02/06/1976,Comber,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,4,6,1976,04/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,4,6,1976,04/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,5,6,1976,05/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,5,6,1976,05/06/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,5,5,6,1976,05/06/1976,Belfast,Northern Ireland,603,United Kingdom,Armed Assault
54.380333,-5.547978,1,5,6,1976,05/06/1976,Portaferry,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,5,6,1976,05/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,6,6,1976,06/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.543446,-6.039963,1,8,6,1976,08/06/1976,Derriaghy,Northern Ireland,603,United Kingdom,Assassination
43.222177,-2.885668,1,9,6,1976,09/06/1976,Basauri,Biscay,185,Spain,Assassination
54.607712,-5.95621,2,17,6,1976,17/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
53.823933,9.287901,2,18,6,1976,18/06/1976,Freiburg,Lower Saxony,362,West Germany (FRG),Armed Assault
54.607712,-5.95621,1,18,6,1976,18/06/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,19,6,1976,19/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.553417,-6.003314,1,19,6,1976,19/06/1976,Dunmurry,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,20,6,1976,20/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,21,6,1976,21/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.553417,-6.003314,1,21,6,1976,21/06/1976,Dunmurry,Northern Ireland,603,United Kingdom,Assassination
54.446968,-6.39292,1,22,6,1976,22/06/1976,Craigavon,Northern Ireland,603,United Kingdom,Assassination
54.118385,-6.641824,1,23,6,1976,23/06/1976,Cullyhanna,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.70333,-6.095585,3,25,6,1976,25/06/1976,Templepatrick,Northern Ireland,603,United Kingdom,Armed Assault
54.607712,-5.95621,1,26,6,1976,26/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
37.99749,23.762728,13,27,6,1976,27/06/1976,Athens,Attica,78,Greece,Hijacking
54.463367,-6.328597,1,28,6,1976,28/06/1976,Lurgan,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,30,6,1976,30/06/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
55.011562,-7.312045,1,30,6,1976,30/06/1976,Londonderry,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,1,7,1976,01/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.713382,-6.216761,6,2,7,1976,02/07/1976,Antrim,Northern Ireland,603,United Kingdom,Armed Assault
55.011562,-7.312045,1,3,7,1976,03/07/1976,Londonderry,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,6,7,1976,06/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,7,7,1976,07/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,2,9,7,1976,09/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
41.890961,12.490069,1,10,7,1976,10/07/1976,Rome,Lazio,98,Italy,Assassination
54.607712,-5.95621,1,11,7,1976,11/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,13,7,1976,13/07/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.253718,-7.44106,1,18,7,1976,18/07/1976,Lisnaskea,Northern Ireland,603,United Kingdom,Bombing/Explosion
53.361675,-6.245485,2,21,7,1976,21/07/1976,Dublin,Dublin,96,Ireland,Assassination
55.011562,-7.312045,1,21,7,1976,21/07/1976,Londonderry,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.411142,-6.600146,1,25,7,1976,25/07/1976,Loughgall,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,3,29,7,1976,29/07/1976,Belfast,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.692009,-6.6703,1,30,7,1976,30/07/1976,Moneymore,Northern Ireland,603,United Kingdom,Bombing/Explosion
54.55008,-5.93306,4,30,7,1976,30/07/1976,Belvoir,Northern Ireland,603,United Kingdom,Armed Assault
54.463367,-6.328597,1,31,7,1976,31/07/1976,Lurgan,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,1,8,1976,01/08/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
54.607712,-5.95621,1,2,8,1976,02/08/1976,Belfast,Northern Ireland,603,United Kingdom,Assassination
