latitude,longitude,capacity,iday,imonth,iyear,date
54.597269,-5.930109,1,6,9,1972,06/09/1972
54.502852,-6.769568,3,10,9,1972,10/09/1972
54.597269,-5.930109,1,13,9,1972,13/09/1972
54.597269,-5.930109,3,14,9,1972,14/09/1972
54.99451,-7.319996,1,14,9,1972,14/09/1972
54.99451,-7.319996,1,17,9,1972,17/09/1972
54.201137,-6.361129,1,18,9,1972,18/09/1972
51.500152,-0.126236,1,19,9,1972,19/09/1972
54.597269,-5.930109,1,20,9,1972,20/09/1972
54.597269,-5.930109,1,20,9,1972,20/09/1972
54.123175,-7.478935,2,21,9,1972,21/09/1972
54.597269,-5.930109,1,22,9,1972,22/09/1972
54.077313,-6.608787,1,22,9,1972,22/09/1972
54.597269,-5.930109,1,23,9,1972,23/09/1972
54.597269,-5.930109,1,26,9,1972,26/09/1972
54.597269,-5.930109,1,26,9,1972,26/09/1972
54.99451,-7.319996,1,27,9,1972,27/09/1972
54.625869,-5.982754,1,27,9,1972,27/09/1972
54.597269,-5.930109,1,27,9,1972,27/09/1972
54.597269,-5.930109,1,28,9,1972,28/09/1972
54.597269,-5.930109,2,29,9,1972,29/09/1972
54.597269,-5.930109,2,30,9,1972,30/09/1972
54.597269,-5.930109,1,30,9,1972,30/09/1972
54.597269,-5.930109,1,30,9,1972,30/09/1972
54.597269,-5.930109,1,30,9,1972,30/09/1972
54.597269,-5.930109,2,2,10,1972,02/10/1972
54.597269,-5.930109,1,2,10,1972,02/10/1972
54.597269,-5.930109,1,2,10,1972,02/10/1972
54.597269,-5.930109,1,4,10,1972,04/10/1972
54.597269,-5.930109,1,4,10,1972,04/10/1972
54.42071,-6.443767,1,4,10,1972,04/10/1972
54.597269,-5.930109,1,5,10,1972,05/10/1972
54.597269,-5.930109,1,6,10,1972,06/10/1972
54.597269,-5.930109,1,7,10,1972,07/10/1972
54.18006,-6.33393,1,10,10,1972,10/10/1972
54.597269,-5.930109,2,14,10,1972,14/10/1972
54.597269,-5.930109,1,14,10,1972,14/10/1972
54.338571,-6.658279,1,14,10,1972,14/10/1972
54.597269,-5.930109,1,21,10,1972,21/10/1972
54.151612,-7.39232,1,22,10,1972,22/10/1972
54.597269,-5.930109,1,24,10,1972,24/10/1972
54.597269,-5.930109,1,25,10,1972,25/10/1972
54.99451,-7.319996,1,28,10,1972,28/10/1972
54.597269,-5.930109,1,29,10,1972,29/10/1972
54.597269,-5.930109,2,31,10,1972,31/10/1972
54.597269,-5.930109,1,31,10,1972,31/10/1972
54.597269,-5.930109,1,31,10,1972,31/10/1972
54.597269,-5.930109,1,31,10,1972,31/10/1972
54.467967,-6.337967,1,8,11,1972,08/11/1972
54.597269,-5.930109,1,10,11,1972,10/11/1972
54.597269,-5.930109,1,11,11,1972,11/11/1972
54.597269,-5.930109,1,14,11,1972,14/11/1972
54.597269,-5.930109,1,14,11,1972,14/11/1972
54.597269,-5.930109,1,15,11,1972,15/11/1972
54.346531,-7.640404,1,16,11,1972,16/11/1972
54.131402,-6.586387,2,20,11,1972,20/11/1972
54.597269,-5.930109,1,21,11,1972,21/11/1972
54.818983,-6.663403,1,22,11,1972,22/11/1972
54.77811,-6.55922,1,22,11,1972,22/11/1972
55.009511,-6.504562,1,22,11,1972,22/11/1972
54.597269,-5.930109,1,27,11,1972,27/11/1972
54.482055,-8.088244,1,28,11,1972,28/11/1972
54.99451,-7.319996,1,28,11,1972,28/11/1972
54.597269,-5.930109,1,30,11,1972,30/11/1972
53.344104,-6.267494,2,1,12,1972,01/12/1972
54.597269,-5.930109,1,2,12,1972,02/12/1972
54.597269,-5.930109,1,2,12,1972,02/12/1972
54.597269,-5.930109,1,3,12,1972,03/12/1972
54.467967,-6.337967,1,5,12,1972,05/12/1972
54.669045,-7.681662,1,5,12,1972,05/12/1972
54.597269,-5.930109,1,6,12,1972,06/12/1972
54.597269,-5.930109,1,7,12,1972,07/12/1972
54.597269,-5.930109,1,7,12,1972,07/12/1972
54.597269,-5.930109,1,8,12,1972,08/12/1972
54.597269,-5.930109,1,8,12,1972,08/12/1972
54.597269,-5.930109,1,10,12,1972,10/12/1972
54.597269,-5.930109,1,13,12,1972,13/12/1972
54.669045,-7.681662,1,14,12,1972,14/12/1972
54.597269,-5.930109,1,15,12,1972,15/12/1972
54.467967,-6.337967,1,15,12,1972,15/12/1972
54.347539,-6.656108,1,15,12,1972,15/12/1972
54.190675,-7.562948,1,16,12,1972,16/12/1972
54.597269,-5.930109,1,16,12,1972,16/12/1972
54.338571,-6.658279,1,18,12,1972,18/12/1972
54.99451,-7.319996,5,20,12,1972,20/12/1972
54.597269,-5.930109,1,20,12,1972,20/12/1972
54.910864,-7.15523,1,20,12,1972,20/12/1972
54.483304,-6.640804,1,20,12,1972,20/12/1972
54.65548,-5.674815,1,21,12,1972,21/12/1972
54.823432,-7.468374,1,27,12,1972,27/12/1972
54.101906,-7.449668,2,28,12,1972,28/12/1972
54.597269,-5.930109,1,30,12,1972,30/12/1972
55.068445,-7.355583,2,1,1,1973,01/01/1973
54.595455,-5.797763,1,2,1,1973,02/01/1973
54.892986,-7.020812,1,4,1,1973,04/01/1973
54.597269,-5.930109,1,5,1,1973,05/01/1973
54.99451,-7.319996,2,14,1,1973,14/01/1973
54.542956,-6.926293,1,14,1,1973,14/01/1973
54.597269,-5.930109,1,18,1,1973,18/01/1973
53.344104,-6.267494,1,20,1,1973,20/01/1973
54.597269,-5.930109,1,29,1,1973,29/01/1973
54.597269,-5.930109,1,29,1,1973,29/01/1973
54.597269,-5.930109,1,30,1,1973,30/01/1973
54.597269,-5.930109,1,31,1,1973,31/01/1973
54.597269,-5.930109,1,31,1,1973,31/01/1973
54.597269,-5.930109,1,1,2,1973,01/02/1973
54.823432,-7.468374,1,1,2,1973,01/02/1973
54.597269,-5.930109,1,2,2,1973,02/02/1973
54.597269,-5.930109,1,2,2,1973,02/02/1973
54.597269,-5.930109,1,2,2,1973,02/02/1973
54.597269,-5.930109,2,3,2,1973,03/02/1973
54.597269,-5.930109,1,3,2,1973,03/02/1973
54.597269,-5.930109,1,4,2,1973,04/02/1973
54.597269,-5.930109,1,4,2,1973,04/02/1973
54.597269,-5.930109,1,4,2,1973,04/02/1973
54.467967,-6.337967,1,5,2,1973,05/02/1973
54.597269,-5.930109,1,6,2,1973,06/02/1973
54.597269,-5.930109,1,7,2,1973,07/02/1973
54.597269,-5.930109,1,7,2,1973,07/02/1973
54.502852,-6.769568,1,8,2,1973,08/02/1973
54.371772,-5.555976,2,10,2,1973,10/02/1973
54.597269,-5.930109,1,14,2,1973,14/02/1973
54.597269,-5.930109,1,17,2,1973,17/02/1973
54.597269,-5.930109,2,18,2,1973,18/02/1973
54.625869,-5.982754,1,19,2,1973,19/02/1973
51.500152,-0.126236,2,20,2,1973,20/02/1973
54.597269,-5.930109,1,20,2,1973,20/02/1973
54.597269,-5.930109,1,20,2,1973,20/02/1973
54.597269,-5.930109,1,21,2,1973,21/02/1973
54.99451,-7.319996,1,25,2,1973,25/02/1973
54.479875,-6.228448,2,27,2,1973,27/02/1973
54.597269,-5.930109,1,28,2,1973,28/02/1973
54.597269,-5.930109,1,1,3,1973,01/03/1973
54.597269,-5.930109,1,1,3,1973,01/03/1973
54.597269,-5.930109,1,2,3,1973,02/03/1973
54.625869,-5.982754,1,2,3,1973,02/03/1973
54.99451,-7.319996,1,3,3,1973,03/03/1973
54.597269,-5.930109,1,4,3,1973,04/03/1973
54.597269,-5.930109,1,6,3,1973,06/03/1973
54.081638,-6.448779,1,6,3,1973,06/03/1973
51.500152,-0.126236,1,8,3,1973,08/03/1973
54.597269,-5.930109,1,8,3,1973,08/03/1973
54.597269,-5.930109,1,8,3,1973,08/03/1973
54.597269,-5.930109,1,10,3,1973,10/03/1973
54.077313,-6.608787,1,13,3,1973,13/03/1973
54.684823,-5.965868,1,15,3,1973,15/03/1973
54.597269,-5.930109,1,16,3,1973,16/03/1973
54.597269,-5.930109,1,16,3,1973,16/03/1973
54.502852,-6.769568,1,17,3,1973,17/03/1973
54.597269,-5.930109,1,19,3,1973,19/03/1973
54.597269,-5.930109,1,20,3,1973,20/03/1973
54.597269,-5.930109,3,23,3,1973,23/03/1973
54.597269,-5.930109,1,23,3,1973,23/03/1973
54.462881,-7.028646,1,27,3,1973,27/03/1973
54.597269,-5.930109,1,29,3,1973,29/03/1973
54.456438,-5.448951,1,3,4,1973,03/04/1973
54.192934,-6.576051,2,7,4,1973,07/04/1973
54.99451,-7.319996,1,11,4,1973,11/04/1973
54.597269,-5.930109,1,14,4,1973,14/04/1973
54.597269,-5.930109,1,15,4,1973,15/04/1973
54.597269,-5.930109,1,22,4,1973,22/04/1973
54.99451,-7.319996,1,27,4,1973,27/04/1973
54.99451,-7.319996,1,28,4,1973,28/04/1973
54.597269,-5.930109,1,29,4,1973,29/04/1973
54.684823,-5.965868,1,2,5,1973,02/05/1973
54.99451,-7.319996,1,2,5,1973,02/05/1973
54.536706,-6.70361,1,4,5,1973,04/05/1973
54.077313,-6.608787,3,5,5,1973,05/05/1973
54.414416,-6.976641,1,10,5,1973,10/05/1973
54.597269,-5.930109,1,11,5,1973,11/05/1973
54.597269,-5.930109,2,13,5,1973,13/05/1973
54.42071,-6.443767,1,14,5,1973,14/05/1973
54.600305,-7.298402,5,17,5,1973,17/05/1973
54.597269,-5.930109,1,17,5,1973,17/05/1973
54.597269,-5.930109,1,17,5,1973,17/05/1973
54.597269,-5.930109,1,18,5,1973,18/05/1973
54.597269,-5.930109,1,19,5,1973,19/05/1973
54.06149,-6.644365,2,24,5,1973,24/05/1973
54.597269,-5.930109,1,25,5,1973,25/05/1973
54.597269,-5.930109,1,26,5,1973,26/05/1973
54.597269,-5.930109,1,27,5,1973,27/05/1973
54.597269,-5.930109,1,31,5,1973,31/05/1973
54.597269,-5.930109,1,31,5,1973,31/05/1973
54.597269,-5.930109,1,2,6,1973,02/06/1973
54.597269,-5.930109,2,3,6,1973,03/06/1973
54.346531,-7.640404,1,5,6,1973,05/06/1973
54.409928,-7.172562,1,5,6,1973,05/06/1973
54.597269,-5.930109,1,10,6,1973,10/06/1973
54.597269,-5.930109,1,10,6,1973,10/06/1973
55.129345,-6.663439,6,12,6,1973,12/06/1973
54.597269,-5.930109,1,15,6,1973,15/06/1973
54.597269,-5.930109,1,16,6,1973,16/06/1973
54.671804,-5.957181,1,17,6,1973,17/06/1973
54.99451,-7.319996,1,21,6,1973,21/06/1973
54.823432,-7.468374,1,21,6,1973,21/06/1973
54.597269,-5.930109,1,21,6,1973,21/06/1973
54.600305,-7.298402,3,25,6,1973,25/06/1973
54.597269,-5.930109,1,25,6,1973,25/06/1973
54.713382,-6.216761,2,26,6,1973,26/06/1973
54.99451,-7.319996,1,26,6,1973,26/06/1973
54.597269,-5.930109,1,29,6,1973,29/06/1973
54.597269,-5.930109,1,1,7,1973,01/07/1973
54.597269,-5.930109,1,4,7,1973,04/07/1973
54.597269,-5.930109,1,5,7,1973,05/07/1973
54.597269,-5.930109,1,6,7,1973,06/07/1973
54.192934,-6.576051,1,12,7,1973,12/07/1973
54.597269,-5.930109,1,12,7,1973,12/07/1973
54.597269,-5.930109,2,17,7,1973,17/07/1973
54.620693,-6.211765,1,17,7,1973,17/07/1973
54.409928,-7.172562,1,18,7,1973,18/07/1973
54.347539,-6.656108,1,20,7,1973,20/07/1973
54.122472,-6.388859,1,20,7,1973,20/07/1973
54.208418,-5.891745,2,21,7,1973,21/07/1973
54.597269,-5.930109,1,22,7,1973,22/07/1973
54.446614,-6.690752,2,5,8,1973,05/08/1973
54.70333,-6.095585,1,9,8,1973,09/08/1973
54.597269,-5.930109,1,10,8,1973,10/08/1973
54.72,-7.613401,2,11,8,1973,11/08/1973
54.597269,-5.930109,1,11,8,1973,11/08/1973
54.347539,-6.656108,1,15,8,1973,15/08/1973
54.597269,-5.930109,1,15,8,1973,15/08/1973
54.42071,-6.443767,1,18,8,1973,18/08/1973
54.597269,-5.930109,1,20,8,1973,20/08/1973
54.19404,-6.144144,1,23,8,1973,23/08/1973
54.347539,-6.656108,1,23,8,1973,23/08/1973
54.99451,-7.319996,1,24,8,1973,24/08/1973
54.597269,-5.930109,1,25,8,1973,25/08/1973
54.597269,-5.930109,1,26,8,1973,26/08/1973
54.347539,-6.656108,1,28,8,1973,28/08/1973
54.547617,-7.81769,1,30,8,1973,30/08/1973
