latitude,longitude,capacity,iday,imonth,iyear,date,city,provstate,country_txt,region_txt,attacktype
54.607712,-5.95621,1,13,3,1976,13/03/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,13,3,1976,13/03/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
41.890961,12.490069,1,14,3,1976,14/03/1976,Rome,Lazio,Italy,Western Europe,Facility/Infrastructure Attack
43.303261,-2.204363,1,15,3,1976,15/03/1976,Guetaria,Gipuzcoa,Spain,Western Europe,Assassination
51.504387,-0.140041,1,15,3,1976,15/03/1976,London,England,United Kingdom,Western Europe,Bombing/Explosion
54.50853,-6.763131,4,17,3,1976,17/03/1976,Dungannon,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
43.291618,-1.977903,1,18,3,1976,18/03/1976,Donostia-San Sebastian,Gipuzcoa,Spain,Western Europe,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,18,3,1976,18/03/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
51.504387,-0.140041,1,27,3,1976,27/03/1976,London,England,United Kingdom,Western Europe,Bombing/Explosion
54.41795,-6.38296,1,30,3,1976,30/03/1976,Ballygargan,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.482055,-8.088244,3,31,3,1976,31/03/1976,Belleek,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.77822,-6.557964,1,1,4,1976,01/04/1976,Castledawson,Northern Ireland,United Kingdom,Western Europe,Assassination
54.832648,-6.601738,1,2,4,1976,02/04/1976,Gulladuff,Northern Ireland,United Kingdom,Western Europe,Assassination
43.359399,-1.766148,1,3,4,1976,03/04/1976,Hendaye,Pyrenees-Atlantiques,France,Western Europe,Assassination
43.359399,-1.766148,1,3,4,1976,03/04/1976,Hendaye,Pyrenees-Atlantiques,France,Western Europe,Assassination
54.607712,-5.95621,1,4,4,1976,04/04/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.192934,-6.576051,1,5,4,1976,05/04/1976,Newtownhamilton,Northern Ireland,United Kingdom,Western Europe,Assassination
54.293235,-6.842351,1,6,4,1976,06/04/1976,Middletown,Northern Ireland,United Kingdom,Western Europe,Assassination
54.41653,-6.148866,3,7,4,1976,07/04/1976,Dromore,Northern Ireland,United Kingdom,Western Europe,Facility/Infrastructure Attack
54.596939,-7.050618,1,8,4,1976,08/04/1976,Carrickmore,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,9,4,1976,09/04/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.347539,-6.656108,1,9,4,1976,09/04/1976,Armagh,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,2,16,4,1976,16/04/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.553417,-6.003314,1,19,4,1976,19/04/1976,Dunmurry,Northern Ireland,United Kingdom,Western Europe,Assassination
38.725299,-9.150036,2,22,4,1976,22/04/1976,Lisbon,Lisbon,Portugal,Western Europe,Bombing/Explosion
54.536706,-6.70361,1,22,4,1976,22/04/1976,Coalisland,Northern Ireland,United Kingdom,Western Europe,Assassination
54.19404,-6.144144,1,24,4,1976,24/04/1976,Hilltown,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.102813,-6.259412,1,24,4,1976,24/04/1976,Warrenpoint,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
45.469212,9.174508,1,29,4,1976,29/04/1976,Milan,Lombardy,Italy,Western Europe,Assassination
54.50853,-6.763131,2,29,4,1976,29/04/1976,Dungannon,Northern Ireland,United Kingdom,Western Europe,Assassination
38.725299,-9.150036,1,1,5,1976,01/05/1976,Lisbon,Lisbon,Portugal,Western Europe,Bombing/Explosion
53.993847,-6.396594,1,2,5,1976,02/05/1976,Dundalk,Louth,Ireland,Western Europe,Assassination
48.856644,2.34233,1,11,5,1976,11/05/1976,Paris,Paris,France,Western Europe,Assassination
54.607712,-5.95621,1,13,5,1976,13/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
48.856644,2.34233,1,14,5,1976,14/05/1976,Paris,Paris,France,Western Europe,Assassination
54.296399,-7.871465,3,15,5,1976,15/05/1976,Belcoo,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,2,15,5,1976,15/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.441136,-6.685511,3,15,5,1976,15/05/1976,Charlemont,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.102813,-6.259412,1,15,5,1976,15/05/1976,Warrenpoint,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,16,5,1976,16/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.439827,-6.75975,1,16,5,1976,16/05/1976,Eglish,Northern Ireland,United Kingdom,Western Europe,Assassination
54.446614,-6.690752,2,17,5,1976,17/05/1976,Moy,Northern Ireland,United Kingdom,Western Europe,Assassination
54.441136,-6.685511,1,17,5,1976,17/05/1976,Charlemont,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.479875,-6.228448,1,21,5,1976,21/05/1976,Moira,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.249541,-7.278094,1,22,5,1976,22/05/1976,Corrainy,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,25,5,1976,25/05/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
48.856644,2.34233,1,27,5,1976,27/05/1976,Paris,Paris,France,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,27,5,1976,27/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,28,5,1976,28/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Hostage Taking (Barricade Incident)
54.607712,-5.95621,1,30,5,1976,30/05/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
53.553813,9.991586,1,1,6,1976,01/06/1976,Hamburg,Hamburg,West Germany (FRG),Western Europe,Assassination
54.607712,-5.95621,1,2,6,1976,02/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,2,6,1976,02/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.550444,-5.745668,1,2,6,1976,02/06/1976,Comber,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,4,6,1976,04/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,4,6,1976,04/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,5,6,1976,05/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,5,6,1976,05/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,5,5,6,1976,05/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.380333,-5.547978,1,5,6,1976,05/06/1976,Portaferry,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,5,6,1976,05/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,6,6,1976,06/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.543446,-6.039963,1,8,6,1976,08/06/1976,Derriaghy,Northern Ireland,United Kingdom,Western Europe,Assassination
43.222177,-2.885668,1,9,6,1976,09/06/1976,Basauri,Biscay,Spain,Western Europe,Assassination
54.607712,-5.95621,2,17,6,1976,17/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
53.823933,9.287901,2,18,6,1976,18/06/1976,Freiburg,Lower Saxony,West Germany (FRG),Western Europe,Armed Assault
54.607712,-5.95621,1,18,6,1976,18/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,19,6,1976,19/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.553417,-6.003314,1,19,6,1976,19/06/1976,Dunmurry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,20,6,1976,20/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,21,6,1976,21/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.553417,-6.003314,1,21,6,1976,21/06/1976,Dunmurry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.446968,-6.39292,1,22,6,1976,22/06/1976,Craigavon,Northern Ireland,United Kingdom,Western Europe,Assassination
54.118385,-6.641824,1,23,6,1976,23/06/1976,Cullyhanna,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.70333,-6.095585,3,25,6,1976,25/06/1976,Templepatrick,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,1,26,6,1976,26/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
37.99749,23.762728,13,27,6,1976,27/06/1976,Athens,Attica,Greece,Western Europe,Hijacking
54.463367,-6.328597,1,28,6,1976,28/06/1976,Lurgan,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,30,6,1976,30/06/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,30,6,1976,30/06/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,1,7,1976,01/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.713382,-6.216761,6,2,7,1976,02/07/1976,Antrim,Northern Ireland,United Kingdom,Western Europe,Armed Assault
55.011562,-7.312045,1,3,7,1976,03/07/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,6,7,1976,06/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,7,7,1976,07/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,9,7,1976,09/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
41.890961,12.490069,1,10,7,1976,10/07/1976,Rome,Lazio,Italy,Western Europe,Assassination
54.607712,-5.95621,1,11,7,1976,11/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,13,7,1976,13/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.253718,-7.44106,1,18,7,1976,18/07/1976,Lisnaskea,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
53.361675,-6.245485,2,21,7,1976,21/07/1976,Dublin,Dublin,Ireland,Western Europe,Assassination
55.011562,-7.312045,1,21,7,1976,21/07/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.411142,-6.600146,1,25,7,1976,25/07/1976,Loughgall,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,3,29,7,1976,29/07/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.692009,-6.6703,1,30,7,1976,30/07/1976,Moneymore,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.55008,-5.93306,4,30,7,1976,30/07/1976,Belvoir,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.463367,-6.328597,1,31,7,1976,31/07/1976,Lurgan,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,1,8,1976,01/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,2,8,1976,02/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.927953,-6.925873,1,3,8,1976,03/08/1976,Dungiven,Northern Ireland,United Kingdom,Western Europe,Assassination
54.077313,-6.608787,1,8,8,1976,08/08/1976,Crossmaglen,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
55.011562,-7.312045,1,11,8,1976,11/08/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.250039,-6.703625,2,16,8,1976,16/08/1976,Keady,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,18,8,1976,18/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,19,8,1976,19/08/1976,Finaghy,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,19,8,1976,19/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,26,8,1976,26/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,3,27,8,1976,27/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
43.696036,7.265592,1,28,8,1976,28/08/1976,Nice,Alpes-Maritimes,France,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,31,8,1976,31/08/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
45.562846,8.058267,1,1,9,1976,01/09/1976,Biella,Piedmont,Italy,Western Europe,Assassination
54.607712,-5.95621,1,1,9,1976,01/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.515694,-6.055724,1,10,9,1976,10/09/1976,Lisburn,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,11,9,1976,11/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,15,9,1976,15/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
53.1176,-7.330632,1,16,9,1976,16/09/1976,Mountmellick,Laoighis,Ireland,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,17,9,1976,17/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.42071,-6.443767,1,18,9,1976,18/09/1976,Portadown,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,24,9,1976,24/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,24,9,1976,24/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,2,25,9,1976,25/09/1976,Finaghy,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,25,9,1976,25/09/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.863117,-6.278343,1,27,9,1976,27/09/1976,Ballymena,Northern Ireland,United Kingdom,Western Europe,Assassination
40.465595,-3.696263,4,1,10,1976,01/10/1976,Madrid,Madrid,Spain,Western Europe,Armed Assault
55.011562,-7.312045,1,3,10,1976,03/10/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
43.291618,-1.977903,4,4,10,1976,04/10/1976,Donostia-San Sebastian,Gipuzcoa,Spain,Western Europe,Assassination
54.607712,-5.95621,2,6,10,1976,06/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.951082,-6.558998,1,8,10,1976,08/10/1976,Kilrea,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
55.011562,-7.312045,1,8,10,1976,08/10/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.863117,-6.278343,1,9,10,1976,09/10/1976,Ballymena,Northern Ireland,United Kingdom,Western Europe,Facility/Infrastructure Attack
54.863117,-6.278343,1,9,10,1976,09/10/1976,Ballymena,Northern Ireland,United Kingdom,Western Europe,Assassination
54.362965,-6.476626,1,11,10,1976,11/10/1976,Laurelvale,Northern Ireland,United Kingdom,Western Europe,Assassination
54.458619,-6.604468,2,13,10,1976,13/10/1976,Annaghmore,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,13,10,1976,13/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,3,16,10,1976,16/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,17,10,1976,17/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,24,10,1976,24/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.347539,-6.656108,1,26,10,1976,26/10/1976,Armagh,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,28,10,1976,28/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.567616,-6.955809,1,28,10,1976,28/10/1976,Altmore,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,29,10,1976,29/10/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,30,10,1976,30/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,30,10,1976,30/10/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,1,2,11,1976,02/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
41.400635,2.150913,1,3,11,1976,03/11/1976,Barcelona,Barcelona,Spain,Western Europe,Armed Assault
54.612605,-6.121082,1,3,11,1976,03/11/1976,Dundrod,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,3,11,1976,03/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,4,11,1976,04/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,5,11,1976,05/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.670632,-5.905026,1,6,11,1976,06/11/1976,Whiteabbey,Northern Ireland,United Kingdom,Western Europe,Assassination
54.770403,-6.673176,1,9,11,1976,09/11/1976,Desertmartin,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,11,11,1976,11/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.951082,-6.558998,1,11,11,1976,11/11/1976,Kilrea,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,13,11,1976,13/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Hostage Taking (Kidnapping)
54.463367,-6.328597,1,15,11,1976,15/11/1976,Lurgan,Northern Ireland,United Kingdom,Western Europe,Assassination
55.033131,-7.112556,1,15,11,1976,15/11/1976,Greysteel,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,18,11,1976,18/11/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
55.026391,-7.180483,1,22,11,1976,22/11/1976,Eglinton,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,23,11,1976,23/11/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,25,11,1976,25/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
41.492901,13.830566,1,26,11,1976,26/11/1976,Cassino,Lazio,Italy,Western Europe,Assassination
54.463367,-6.328597,1,27,11,1976,27/11/1976,Lurgan,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
55.011562,-7.312045,1,27,11,1976,27/11/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,30,11,1976,30/11/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.50853,-6.763131,1,3,12,1976,03/12/1976,Dungannon,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,5,12,1976,05/12/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,11,12,1976,11/12/1976,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,13,12,1976,13/12/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
37.99749,23.762728,1,14,12,1976,14/12/1976,Athens,Attica,Greece,Western Europe,Assassination
41.890961,12.490069,1,14,12,1976,14/12/1976,Rome,Lazio,Italy,Western Europe,Assassination
54.42071,-6.443767,1,15,12,1976,15/12/1976,Portadown,Northern Ireland,United Kingdom,Western Europe,Assassination
54.42071,-6.443767,1,15,12,1976,15/12/1976,Portadown,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
45.535858,9.238889,1,16,12,1976,16/12/1976,Sesto San Giovanni,Lombardy,Italy,Western Europe,Assassination
45.539838,10.222956,1,16,12,1976,16/12/1976,Brescia,Lombardy,Italy,Western Europe,Bombing/Explosion
40.465595,-3.696263,1,20,12,1976,20/12/1976,Madrid,Madrid,Spain,Western Europe,Armed Assault
54.607712,-5.95621,1,20,12,1976,20/12/1976,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.842824,-6.667731,1,22,12,1976,22/12/1976,Maghera,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
43.066466,-2.489145,1,0,1,1977,31/12/1976,Arrasate,Gipuzcoa,Spain,Western Europe,Assassination
54.077313,-6.608787,1,1,1,1977,01/01/1977,Crossmaglen,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,1,1,1977,01/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.077313,-6.608787,1,1,1,1977,01/01/1977,Crossmaglen,Northern Ireland,United Kingdom,Western Europe,Armed Assault
48.856644,2.34233,1,4,1,1977,04/01/1977,Paris,Paris,France,Western Europe,Assassination
54.184008,-7.360209,1,9,1,1977,09/01/1977,Newtownbutler,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,11,1,1977,11/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.874117,-6.469736,1,14,1,1977,14/01/1977,Portglenone,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,21,1,1977,21/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Facility/Infrastructure Attack
54.706718,-7.592867,1,21,1,1977,21/01/1977,Castlederg,Northern Ireland,United Kingdom,Western Europe,Assassination
48.208174,16.373819,1,22,1,1977,22/01/1977,Vienna,Vienna,Austria,Western Europe,Bombing/Explosion
54.607712,-5.95621,2,22,1,1977,22/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,23,1,1977,23/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
40.465595,-3.696263,9,24,1,1977,24/01/1977,Madrid,Madrid,Spain,Western Europe,Armed Assault
55.011562,-7.312045,1,27,1,1977,27/01/1977,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
40.465595,-3.696263,2,28,1,1977,28/01/1977,Madrid,Madrid,Spain,Western Europe,Armed Assault
40.465595,-3.696263,1,29,1,1977,29/01/1977,Madrid,Madrid,Spain,Western Europe,Armed Assault
40.465595,-3.696263,2,29,1,1977,29/01/1977,Madrid,Madrid,Spain,Western Europe,Armed Assault
54.607712,-5.95621,1,31,1,1977,31/01/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Unknown
54.607712,-5.95621,1,3,2,1977,03/02/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,3,2,1977,03/02/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.373521,-6.359509,1,5,2,1977,05/02/1977,Gilford,Northern Ireland,United Kingdom,Western Europe,Armed Assault
41.400635,2.150913,1,11,2,1977,11/02/1977,Barcelona,Barcelona,Spain,Western Europe,Assassination
54.999061,-6.332559,1,12,2,1977,12/02/1977,Cloughmills,Northern Ireland,United Kingdom,Western Europe,Assassination
41.890961,12.490069,1,13,2,1977,13/02/1977,Rome,Lazio,Italy,Western Europe,Armed Assault
54.607712,-5.95621,1,19,2,1977,19/02/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,23,2,1977,23/02/1977,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.463367,-6.328597,1,24,2,1977,24/02/1977,Lurgan,Northern Ireland,United Kingdom,Western Europe,Armed Assault
55.080775,-6.064046,1,25,2,1977,25/02/1977,Cushendall,Northern Ireland,United Kingdom,Western Europe,Assassination
54.183052,-6.341388,1,26,2,1977,26/02/1977,Newry,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,2,27,2,1977,27/02/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,27,2,1977,27/02/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,1,2,3,1977,02/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,2,3,3,1977,03/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.536706,-6.70361,1,4,3,1977,04/03/1977,Coalisland,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.446968,-6.39292,1,7,3,1977,07/03/1977,Craigavon,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.351322,-6.837455,1,9,3,1977,09/03/1977,Caledon,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,10,3,1977,10/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
45.072731,7.679541,1,12,3,1977,12/03/1977,Turin,Piedmont,Italy,Western Europe,Assassination
54.253718,-7.44106,1,13,3,1977,13/03/1977,Lisnaskea,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,1,14,3,1977,14/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.808212,-6.518968,1,15,3,1977,15/03/1977,Bellaghy,Northern Ireland,United Kingdom,Western Europe,Assassination
54.811424,-6.705117,1,16,3,1977,16/03/1977,Tobermore,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.536706,-6.70361,1,16,3,1977,16/03/1977,Coalisland,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.607712,-5.95621,1,17,3,1977,17/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.42071,-6.443767,1,19,3,1977,19/03/1977,Portadown,Northern Ireland,United Kingdom,Western Europe,Assassination
41.890961,12.490069,1,23,3,1977,23/03/1977,Rome,Lazio,Italy,Western Europe,Assassination
54.69212,-5.863265,1,25,3,1977,25/03/1977,Greenisland,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.75188,-6.461351,1,28,3,1977,28/03/1977,Toome,Northern Ireland,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,30,3,1977,30/03/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
54.081638,-6.448779,1,2,4,1977,02/04/1977,Forkhill,Northern Ireland,United Kingdom,Western Europe,Armed Assault
54.482055,-8.088244,1,4,4,1977,04/04/1977,Belleek,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
55.011562,-7.312045,1,6,4,1977,06/04/1977,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
49.008085,8.403756,3,7,4,1977,07/04/1977,Karlsruhe,Baden-Wurttemberg,West Germany (FRG),Western Europe,Assassination
54.692009,-6.6703,2,8,4,1977,08/04/1977,Moneymore,Northern Ireland,United Kingdom,Western Europe,Armed Assault
51.504387,-0.140041,3,10,4,1977,10/04/1977,London,England,United Kingdom,Western Europe,Assassination
54.607712,-5.95621,1,10,4,1977,10/04/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Bombing/Explosion
54.607712,-5.95621,1,10,4,1977,10/04/1977,Belfast,Northern Ireland,United Kingdom,Western Europe,Assassination
55.011562,-7.312045,1,15,4,1977,15/04/1977,Londonderry,Northern Ireland,United Kingdom,Western Europe,Assassination
