latitude,longitude,capacity,iday,imonth,iyear,date,city,region_txt,provstate,country_txt,attacktype
55.011562,-7.312045,1,20,3,1972,26378,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,23,3,1972,26381,Belfast,Western Europe,Northern Ireland,United Kingdom,Armed Assault
54.607712,-5.95621,1,25,3,1972,26383,Belfast,Western Europe,Northern Ireland,United Kingdom,Armed Assault
41.127098,37.287124,3,26,3,1972,26384,Unye,Middle East & North Africa,Ordu,Turkey,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,26,3,1972,26384,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.043617,-7.023927,2,28,3,1972,26386,Ballykelly,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,29,3,1972,26387,Belfast,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,30,3,1972,26388,"Andersontown, Belfast",Western Europe,Northern Ireland,United Kingdom,Armed Assault
54.607712,-5.95621,1,7,4,1972,26396,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,10,4,1972,26399,Rosemount,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
55.071136,-6.513154,1,13,4,1972,26402,Ballymoney,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,15,4,1972,26404,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,15,4,1972,26404,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,16,4,1972,26405,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,16,4,1972,26405,Londonderry,Western Europe,Northern Ireland,United Kingdom,Armed Assault
54.192934,-6.576051,1,19,4,1972,26408,Newtownhamilton,Western Europe,Northern Ireland,United Kingdom,Hostage Taking (Kidnapping)
54.607712,-5.95621,1,19,4,1972,26408,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,20,4,1972,26409,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,21,4,1972,26410,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,29,4,1972,26418,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.713641,-5.808233,1,1,5,1972,26420,Carrickfergus,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,4,5,1972,26423,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
45.463681,9.188171,1,15,3,1972,26373,Milan,Western Europe,Lombardy,Italy,Bombing/Explosion
48.208174,16.373819,4,8,5,1972,26427,Vienna,Western Europe,Vienna,Austria,Hijacking
50.11797,8.644191,1,11,5,1972,26430,Frankfurt,Western Europe,Hesse,West Germany (FRG),Bombing/Explosion
54.607712,-5.95621,1,11,5,1972,26430,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,5,1972,26432,"Ballymurphy, Belfast",Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,5,1972,26432,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,5,1972,26432,"Ballymurphy, Belfast",Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,5,1972,26432,"Ballymurphy, Belfast",Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,14,5,1972,26433,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,14,5,1972,26433,"Ballymurphy, Belfast",Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,15,5,1972,26434,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.69212,-5.863265,1,17,5,1972,26436,Greenisland,Western Europe,Northern Ireland,United Kingdom,Assassination
54.077313,-6.608787,1,17,5,1972,26436,Crossmaglen,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,19,5,1972,26438,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.787715,-6.492314,1,20,5,1972,26439,Unknown,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,21,5,1972,26440,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,21,5,1972,26440,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.787715,-6.492314,1,22,5,1972,26441,Unknown,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,23,5,1972,26442,"Ballymurphy, Belfast",Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,23,5,1972,26442,Finaghy,Western Europe,Northern Ireland,United Kingdom,Assassination
49.4019,8.680285,3,24,5,1972,26443,Heidelberg,Western Europe,Baden-Wurttemberg,West Germany (FRG),Bombing/Explosion
54.607712,-5.95621,1,26,5,1972,26445,Belfast,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,27,5,1972,26446,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,28,5,1972,26447,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,8,28,5,1972,26447,Belfast,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,28,5,1972,26447,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
32.004361,34.888229,26,30,5,1972,26449,Lod,Middle East & North Africa,Central,Israel,Bombing/Explosion
54.607712,-5.95621,1,30,5,1972,26449,Belfast,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,30,5,1972,26449,"Andersontown, Belfast",Western Europe,Northern Ireland,United Kingdom,Assassination
35.724533,51.40519,1,31,5,1972,26450,Tehran,Middle East & North Africa,Tehran,Iran,Bombing/Explosion
54.238631,-7.170908,2,2,6,1972,26452,Rosslea,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,4,6,1972,26454,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,5,6,1972,26455,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,6,6,1972,26456,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,6,6,1972,26456,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,8,6,1972,26458,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.787715,-6.492314,1,8,6,1972,26458,Unknown,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,9,6,1972,26459,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,10,6,1972,26460,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,11,6,1972,26461,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,11,6,1972,26461,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,12,6,1972,26462,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,16,6,1972,26466,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.446968,-6.39292,3,18,6,1972,26468,Craigavon,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,19,6,1972,26469,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,19,6,1972,26469,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,21,6,1972,26471,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,23,6,1972,26473,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.927953,-6.925873,3,24,6,1972,26474,Dungiven,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,24,6,1972,26474,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.183052,-6.341388,1,26,6,1972,26476,Newry,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,26,6,1972,26476,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,26,6,1972,26476,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,27,6,1972,26477,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,27,6,1972,26477,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,1,7,1972,26481,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,1,7,1972,26481,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,2,2,7,1972,26482,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,2,2,7,1972,26482,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,3,7,1972,26483,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,2,5,7,1972,26485,Ardoyne,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,5,7,1972,26485,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,7,7,1972,26487,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,3,9,7,1972,26489,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,9,7,1972,26489,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,9,7,1972,26489,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,11,7,1972,26491,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
55.011562,-7.312045,1,11,7,1972,26491,Londonderry,Western Europe,Northern Ireland,United Kingdom,Assassination
54.42071,-6.443767,1,12,7,1972,26492,Portadown,Western Europe,Northern Ireland,United Kingdom,Assassination
54.42071,-6.443767,2,12,7,1972,26492,Portadown,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,12,7,1972,26492,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,12,7,1972,26492,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,7,1972,26493,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,7,1972,26493,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,7,1972,26493,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,13,7,1972,26493,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,14,7,1972,26494,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,14,7,1972,26494,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,14,7,1972,26494,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,14,7,1972,26494,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.101529,-6.526442,1,15,7,1972,26495,Silverbridge,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
