latitude,longitude,capacity,iday,imonth,iyear,date,city,region_txt,provstate,country_txt,attacktype
28.086912,30.761836,1,19,7,1990,33073,Minya,Middle East & North Africa,Minya,Egypt,Assassination
,,14,21,7,1990,33075,Eynkaf,Middle East & North Africa,Unknown,Turkey,Bombing/Explosion
31.907141,35.198219,1,23,7,1990,33077,al-Tira,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Hostage Taking (Kidnapping)
31.278791,34.256435,1,23,7,1990,33077,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
54.347539,-6.656108,3,24,7,1990,33078,Armagh,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
38.494167,43.38,4,24,7,1990,33078,Unknown,Middle East & North Africa,Van,Turkey,Armed Assault
37.51682,42.460292,1,24,7,1990,33078,Sirnak district,Middle East & North Africa,Sirnak,Turkey,Armed Assault
37.577039,43.736096,1,24,7,1990,33078,Hakkari district,Middle East & North Africa,Hakkari,Turkey,Armed Assault
,,9,25,7,1990,33079,Dule,Middle East & North Africa,Unknown,Turkey,Armed Assault
54.347539,-6.656108,4,25,7,1990,33079,Armagh,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
,,14,27,7,1990,33081,Besta Bawer,Middle East & North Africa,Unknown,Turkey,Armed Assault
41.106178,28.689863,1,27,7,1990,33081,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
32.08297,34.811886,1,28,7,1990,33082,Tel Aviv,Middle East & North Africa,Tel Aviv,Israel,Bombing/Explosion
33.266151,35.214058,1,29,7,1990,33083,Tyre,Middle East & North Africa,South,Lebanon,Assassination
50.827162,0.292498,1,30,7,1990,33084,Hankham,Western Europe,England,United Kingdom,Assassination
54.607712,-5.95621,1,31,7,1990,33085,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
,,7,1,8,1990,33086,Tenta Res,Middle East & North Africa,Unknown,Turkey,Armed Assault
,,3,2,8,1990,33087,Hesenan,Middle East & North Africa,Unknown,Turkey,Armed Assault
31.995965,35.27111,1,2,8,1990,33087,Unknown,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
33.285507,35.5001,1,2,8,1990,33087,Unknown,Middle East & North Africa,An Nabatiyah,Lebanon,Bombing/Explosion
33.266151,35.214058,8,2,8,1990,33087,Tyre,Middle East & North Africa,South,Lebanon,Bombing/Explosion
33.266151,35.214058,8,2,8,1990,33087,Tyre,Middle East & North Africa,South,Lebanon,Bombing/Explosion
32.460617,35.301247,1,4,8,1990,33089,Jenin,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
33.550434,35.370964,1,4,8,1990,33089,Sidon,Middle East & North Africa,South,Lebanon,Assassination
31.784838,35.224613,2,5,8,1990,33090,Jerusalem,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
37.867794,43.568478,1,7,8,1990,33092,Arc,Middle East & North Africa,Van,Turkey,Armed Assault
38.671051,40.570221,2,7,8,1990,33092,Yeniyazi,Middle East & North Africa,Bingol,Turkey,Armed Assault
31.771599,35.2034,1,7,8,1990,33092,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
40.682778,46.360556,15,10,8,1990,33095,Gyandzha,Eastern Europe,Azerbaijan,Soviet Union,Bombing/Explosion
40.001744,42.3441,4,14,8,1990,33099,Kemerli,Middle East & North Africa,Erzurum,Turkey,Armed Assault
33.281818,35.338395,1,14,8,1990,33099,Maaroub,Middle East & North Africa,South,Lebanon,Assassination
33.888523,35.503513,1,15,8,1990,33100,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
37.537556,40.887996,4,16,8,1990,33101,Savur,Middle East & North Africa,Mardin,Turkey,Armed Assault
39.54068,43.682701,19,16,8,1990,33101,Diyandin district,Middle East & North Africa,Agri,Turkey,Armed Assault
54.706718,-7.592867,1,18,8,1990,33103,Castlederg,Western Europe,Northern Ireland,United Kingdom,Assassination
41.093333,45.366111,1,19,8,1990,33104,Kazakh district,Eastern Europe,Azerbaijan,Soviet Union,Bombing/Explosion
37.37386,44.085328,3,19,8,1990,33104,Daglica District,Middle East & North Africa,Hakkari,Turkey,Armed Assault
32.311973,35.026603,1,19,8,1990,33104,Tulkarem,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
41.096667,45.081944,1,20,8,1990,33105,Baganis-Airum,Eastern Europe,Azerbaijan,Soviet Union,Armed Assault
,,20,20,8,1990,33105,Siferezan,Middle East & North Africa,Unknown,Turkey,Armed Assault
43.353607,-2.907457,1,21,8,1990,33106,Elizalde,Western Europe,Basque Country,Spain,Bombing/Explosion
40.812778,44.488333,1,22,8,1990,33107,Kirovakan,Eastern Europe,Armenia,Soviet Union,Assassination
37.40315,40.952941,12,23,8,1990,33108,Omerli,Middle East & North Africa,Mardin,Turkey,Armed Assault
41.317713,41.378667,6,24,8,1990,33109,Derecik,Middle East & North Africa,Artvin,Turkey,Armed Assault
31.278791,34.256435,1,24,8,1990,33109,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
32.222271,35.253506,1,24,8,1990,33109,Nablus,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
32.508923,35.227486,1,25,8,1990,33110,Silat al Harithiya,Middle East & North Africa,West Bank,Israel,Hostage Taking (Kidnapping)
31.924622,35.098735,1,25,8,1990,33110,Kafr Ni'ma,Middle East & North Africa,West Bank,Israel,Hostage Taking (Kidnapping)
33.888523,35.503513,7,25,8,1990,33110,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
33.441013,35.498966,6,27,8,1990,33112,Houmine al Faouqa,Middle East & North Africa,An Nabatiyah,Lebanon,Assassination
33.588889,35.78,6,27,8,1990,33112,Qilam al-Tuffah,Middle East & North Africa,Beqaa,Lebanon,Bombing/Explosion
37.109319,37.782978,5,28,8,1990,33113,Ozyurt,Middle East & North Africa,Gaziantep,Turkey,Bombing/Explosion
40.17857,44.535763,2,29,8,1990,33114,Yerevan,Eastern Europe,Armenia,Soviet Union,Assassination
33.883024,35.620377,6,29,8,1990,33114,Roumieh,Middle East & North Africa,Mount Lebanon,Lebanon,Bombing/Explosion
33.550434,35.370964,1,30,8,1990,33115,Sidon,Middle East & North Africa,South,Lebanon,Assassination
37.393802,37.146999,2,31,8,1990,33116,Narli,Middle East & North Africa,Kahramanmaras,Turkey,Armed Assault
37.922218,40.184376,3,1,9,1990,33117,Diyarbakir,Middle East & North Africa,Diyarbakir,Turkey,Armed Assault
37.922218,40.184376,2,1,9,1990,33117,Diyarbakir,Middle East & North Africa,Diyarbakir,Turkey,Armed Assault
37.393802,37.146999,9,2,9,1990,33118,Narli,Middle East & North Africa,Kahramanmaras,Turkey,Armed Assault
43.258434,-2.921819,2,2,9,1990,33118,Bilbao,Western Europe,Basque Country,Spain,Bombing/Explosion
33.266151,35.214058,4,2,9,1990,33118,Tyre,Middle East & North Africa,South,Lebanon,Bombing/Explosion
37.147069,41.123448,3,3,9,1990,33119,Yolindi,Middle East & North Africa,Mardin,Turkey,Armed Assault
41.106178,28.689863,1,3,9,1990,33119,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
41.106178,28.689863,1,5,9,1990,33121,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
37.69513,42.106997,2,6,9,1990,33122,Dikbogaz,Middle East & North Africa,Siirt,Turkey,Bombing/Explosion
59.616462,16.551516,1,6,9,1990,33122,Vasteras,Western Europe,Vastmanland,Sweden,Assassination
32.201288,35.034179,1,6,9,1990,33122,Jaiyus,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
54.607712,-5.95621,1,7,9,1990,33123,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
31.346964,34.30143,1,7,9,1990,33123,Khan Yunis,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.346964,34.30143,1,7,9,1990,33123,Khan Yunis,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
,,3,10,9,1990,33126,Xirbekan,Middle East & North Africa,Unknown,Turkey,Armed Assault
37.577039,43.736096,1,10,9,1990,33126,Hakkari district,Middle East & North Africa,Hakkari,Turkey,Assassination
38.126554,42.806022,2,12,9,1990,33128,Muks District,Middle East & North Africa,Van,Turkey,Assassination
37.993026,42.141265,8,13,9,1990,33129,Gundekevir,Middle East & North Africa,Siirt,Turkey,Armed Assault
32.222271,35.253506,1,13,9,1990,33129,Nablus,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
37.51682,42.460292,3,15,9,1990,33131,Sirnak district,Middle East & North Africa,Sirnak,Turkey,Armed Assault
54.673252,-7.627484,1,15,9,1990,33131,Killen,Western Europe,Northern Ireland,United Kingdom,Hostage Taking (Kidnapping)
37.306944,41.178056,13,18,9,1990,33134,Tinat,Middle East & North Africa,Mardin,Turkey,Bombing/Explosion
,,1,18,9,1990,33134,Unknown,Middle East & North Africa,Unknown,Israel,Assassination
32.311973,35.026603,1,18,9,1990,33134,Tulkarem,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
30.894753,34.450111,1,19,9,1990,33135,Kzi'ot,Middle East & North Africa,Southern,Israel,Assassination
37.495425,42.9941,4,20,9,1990,33136,Uzungecit,Middle East & North Africa,Sirnak,Turkey,Armed Assault
37.276648,36.338781,7,21,9,1990,33137,Bocekli,Middle East & North Africa,Osmaniye,Turkey,Armed Assault
37.69513,42.106997,1,21,9,1990,33137,Dikbogaz,Middle East & North Africa,Siirt,Turkey,Bombing/Explosion
33.883024,35.620377,4,22,9,1990,33138,Roumieh,Middle East & North Africa,Mount Lebanon,Lebanon,Bombing/Explosion
31.502407,34.459743,1,22,9,1990,33138,Gaza,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
33.888523,35.503513,2,22,9,1990,33138,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
54.515694,-6.055724,1,23,9,1990,33139,Lisburn,Western Europe,Northern Ireland,United Kingdom,Assassination
54.347539,-6.656108,1,23,9,1990,33139,Armagh,Western Europe,Northern Ireland,United Kingdom,Assassination
37.526944,44.168889,3,25,9,1990,33141,Alekan,Middle East & North Africa,Hakkari,Turkey,Armed Assault
,,4,25,9,1990,33141,Derazlet,Middle East & North Africa,Unknown,Turkey,Armed Assault
39.640359,36.53482,1,27,9,1990,33143,Tat,Middle East & North Africa,Sivas,Turkey,Armed Assault
31.319036,34.340124,1,27,9,1990,33143,Abasah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Hostage Taking (Kidnapping)
41.106178,28.689863,1,27,9,1990,33143,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
,,1,28,9,1990,33144,Kortanis,Middle East & North Africa,Unknown,Turkey,Armed Assault
36.717234,37.433668,9,29,9,1990,33145,Ikizkaya,Middle East & North Africa,Kilis,Turkey,Armed Assault
31.278791,34.256435,1,30,9,1990,33146,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.821444,34.665169,1,30,9,1990,33146,Ashdod,Middle East & North Africa,Southern,Israel,Bombing/Explosion
33.550434,35.370964,1,2,10,1990,33148,Sidon,Middle East & North Africa,South,Lebanon,Armed Assault
,,4,5,10,1990,33151,Sultan Sexmus,Middle East & North Africa,Unknown,Turkey,Armed Assault
38.393294,42.123986,2,5,10,1990,33151,Bitlis,Middle East & North Africa,Bitlis,Turkey,Armed Assault
41.212866,32.1799,1,6,10,1990,33152,Kale,Middle East & North Africa,Zinguldak,Turkey,Armed Assault
38.034105,42.064631,7,6,10,1990,33152,Hesko,Middle East & North Africa,Siirt,Turkey,Armed Assault
38.164077,41.785081,10,6,10,1990,33152,Baykan,Middle East & North Africa,Siirt,Turkey,Armed Assault
54.347539,-6.656108,1,6,10,1990,33152,Armagh,Western Europe,Northern Ireland,United Kingdom,Assassination
43.40443,-2.950102,1,6,10,1990,33152,Plentzia,Western Europe,Basque Country,Spain,Assassination
31.537834,34.489532,1,6,10,1990,33152,Jabaliya,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.626705,35.104969,1,6,10,1990,33152,Bayt Umar,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
31.53619,34.539574,1,6,10,1990,33152,Bayt Hanun,Middle East & North Africa,West Bank,Israel,Assassination
31.771599,35.2034,21,8,10,1990,33154,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Unarmed Assault
39.930771,32.76754,1,8,10,1990,33154,Ankara,Middle East & North Africa,Ankara,Turkey,Assassination
,,5,9,10,1990,33155,Kutlu,Middle East & North Africa,Unknown,Turkey,Armed Assault
40.295277,42.83,1,10,10,1990,33156,Yukari damlipinar,Middle East & North Africa,Kars,Turkey,Assassination
41.106178,28.689863,1,10,10,1990,33156,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
42.880447,-8.546303,3,11,10,1990,33157,Santiago de Compostela,Western Europe,Galicia,Spain,Bombing/Explosion
30.084629,31.334314,5,12,10,1990,33158,Cairo,Middle East & North Africa,Cairo,Egypt,Assassination
54.607712,-5.95621,1,13,10,1990,33159,Belfast,Western Europe,Northern Ireland,United Kingdom,Armed Assault
33.518611,35.366111,2,13,10,1990,33159,Ghaziyeh,Middle East & North Africa,South,Lebanon,Bombing/Explosion
54.607712,-5.95621,1,16,10,1990,33162,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,16,10,1990,33162,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
39.83093,44.552949,2,18,10,1990,33164,Asagiaratan,Middle East & North Africa,Igdir,Turkey,Armed Assault
54.819164,-7.467909,1,20,10,1990,33166,Strabane,Western Europe,Northern Ireland,United Kingdom,Assassination
41.106178,28.689863,3,21,10,1990,33167,Istanbul,Middle East & North Africa,Istanbul,Turkey,Armed Assault
31.771599,35.2034,1,21,10,1990,33167,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
33.888523,35.503513,4,21,10,1990,33167,Beirut,Middle East & North Africa,Beirut,Lebanon,Assassination
39.393403,32.447952,1,23,10,1990,33169,Gedik,Middle East & North Africa,Ankara,Turkey,Armed Assault
48.856644,2.34233,1,23,10,1990,33169,Paris,Western Europe,Ile-de-France,France,Assassination
54.607712,-5.95621,1,23,10,1990,33169,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
31.346964,34.30143,1,23,10,1990,33169,Khan Yunis,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Armed Assault
32.053827,35.127803,1,23,10,1990,33169,Qarawat Bani Zeid,Middle East & North Africa,West Bank,Israel,Assassination
,,1,23,10,1990,33169,Unknown,Middle East & North Africa,Unknown,Israel,Assassination
31.278791,34.256435,1,23,10,1990,33169,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.346964,34.30143,1,24,10,1990,33170,Khan Yunis,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Hostage Taking (Kidnapping)
54.50853,-6.763131,1,24,10,1990,33170,Dungannon,Western Europe,Northern Ireland,United Kingdom,Assassination
54.183052,-6.341388,1,24,10,1990,33170,Newry,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
55.033471,-7.357761,5,24,10,1990,33170,Coshquin,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,25,10,1990,33171,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
33.518611,35.366111,2,25,10,1990,33171,Ghaziyeh,Middle East & North Africa,South,Lebanon,Assassination
54.645861,-6.745149,1,26,10,1990,33172,Cookstown,Western Europe,Northern Ireland,United Kingdom,Assassination
33.888523,35.503513,1,29,10,1990,33175,Beirut,Middle East & North Africa,Beirut,Lebanon,Assassination
31.502407,34.459743,1,30,10,1990,33176,Gaza,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
32.222271,35.253506,1,30,10,1990,33176,Nablus,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
32.08297,34.811886,1,30,10,1990,33176,Tel Aviv,Middle East & North Africa,Tel Aviv,Israel,Bombing/Explosion
54.645861,-6.745149,1,2,11,1990,33179,Cookstown,Western Europe,Northern Ireland,United Kingdom,Assassination
32.070867,35.241965,2,6,11,1990,33183,Lubban as-Sharkiyah,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
32.460617,35.301247,1,6,11,1990,33183,Jenin,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
54.607712,-5.95621,1,7,11,1990,33184,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
40.476942,36.980325,1,7,11,1990,33184,Kokluce,Middle East & North Africa,Tokat,Turkey,Assassination
54.577389,-6.677339,1,8,11,1990,33185,Stewartstown,Western Europe,Northern Ireland,United Kingdom,Armed Assault
31.278791,34.256435,1,8,11,1990,33185,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
33.888523,35.503513,6,8,11,1990,33185,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
33.888523,35.503513,3,8,11,1990,33185,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
31.346964,34.30143,1,9,11,1990,33186,Khan Yunis,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.502407,34.459743,1,9,11,1990,33186,Al Shati,Middle East & North Africa,Gaza Strip,Israel,Assassination
54.708191,-6.532497,4,10,11,1990,33187,Ballyronan,Western Europe,Northern Ireland,United Kingdom,Assassination
31.502407,34.459743,1,10,11,1990,33187,Gaza,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.502407,34.459743,1,10,11,1990,33187,Gaza,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
31.278791,34.256435,1,10,11,1990,33187,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
41.106178,28.689863,1,12,11,1990,33189,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
54.787715,-6.492314,1,13,11,1990,33190,Unknown,Western Europe,Northern Ireland,United Kingdom,Armed Assault
31.995965,35.27111,1,13,11,1990,33190,Unknown,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Armed Assault
37.281399,37.695646,4,14,11,1990,33191,Bulbul,Middle East & North Africa,Gaziantep,Turkey,Armed Assault
31.802069,35.203125,1,17,11,1990,33194,Jaba,Middle East & North Africa,West Bank,Israel,Hostage Taking (Kidnapping)
43.3282,-3.031509,2,18,11,1990,33195,Santurce,Western Europe,Basque Country,Spain,Bombing/Explosion
40.880791,40.41639,4,19,11,1990,33196,Ovacik,Middle East & North Africa,Trabzon,Turkey,Armed Assault
33.347492,35.749159,6,25,11,1990,33202,Chebaa,Middle East & North Africa,An Nabatiyah,Lebanon,Bombing/Explosion
32.311973,35.026603,1,26,11,1990,33203,Tulkarem,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
54.607712,-5.95621,1,29,11,1990,33206,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
31.771599,35.2034,1,1,12,1990,33208,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Armed Assault
54.951082,-6.558998,1,1,12,1990,33208,Kilrea,Western Europe,Northern Ireland,United Kingdom,Assassination
31.278791,34.256435,1,1,12,1990,33208,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
32.08297,34.811886,1,2,12,1990,33209,Tel Aviv,Middle East & North Africa,Tel Aviv,Israel,Assassination
54.842824,-6.667731,1,3,12,1990,33210,Maghera,Western Europe,Northern Ireland,United Kingdom,Assassination
41.54862,2.107421,8,8,12,1990,33215,Sabadell,Western Europe,Catalonia,Spain,Bombing/Explosion
31.704338,35.194355,1,9,12,1990,33216,Bethlehem,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Bombing/Explosion
43.291618,-1.977903,1,13,12,1990,33220,Donostia-San Sebastian,Western Europe,Basque Country,Spain,Assassination
43.220496,-2.733236,1,14,12,1990,33221,Amorebieta,Western Europe,Basque Country,Spain,Assassination
32.08297,34.811886,3,14,12,1990,33221,Jaffa,Middle East & North Africa,Tel Aviv,Israel,Assassination
43.220496,-2.733236,1,14,12,1990,33221,Amorebieta,Western Europe,Basque Country,Spain,Bombing/Explosion
39.930771,32.76754,1,17,12,1990,33224,Ankara,Middle East & North Africa,Ankara,Turkey,Assassination
41.930607,8.742907,1,19,12,1990,33226,Ajaccio,Western Europe,Corsica,France,Assassination
54.463367,-6.328597,1,19,12,1990,33226,Lurgan,Western Europe,Northern Ireland,United Kingdom,Assassination
54.607712,-5.95621,1,20,12,1990,33227,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
41.106178,28.689863,2,27,12,1990,33234,Istanbul,Middle East & North Africa,Istanbul,Turkey,Bombing/Explosion
32.793921,34.990615,1,30,12,1990,33237,Haifa,Middle East & North Africa,Haifa,Israel,Assassination
42.358518,9.164956,1,31,12,1990,33238,Soveria,Western Europe,Corsica,France,Assassination
31.771599,35.2034,1,31,12,1990,33238,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Bombing/Explosion
43.258434,-2.921819,3,8,1,1991,33246,Bilbao,Western Europe,Basque Country,Spain,Bombing/Explosion
43.258434,-2.921819,1,9,1,1991,33247,Bilbao,Western Europe,Basque Country,Spain,Assassination
37.99749,23.762728,4,10,1,1991,33248,Athens,Western Europe,Attica,Greece,Facility/Infrastructure Attack
43.291618,-1.977903,1,10,1,1991,33248,Donostia-San Sebastian,Western Europe,Basque Country,Spain,Assassination
41.106178,28.689863,1,11,1,1991,33249,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
36.802778,10.179722,3,14,1,1991,33252,Tunis,Middle East & North Africa,Tunis,Tunisia,Assassination
54.607712,-5.95621,1,21,1,1991,33259,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
38.395649,27.135641,1,21,1,1991,33259,Izmir,Middle East & North Africa,Izmir,Turkey,Unknown
34.034916,36.227844,1,22,1,1991,33260,Baalbek,Middle East & North Africa,Beqaa,Lebanon,Bombing/Explosion
54.607712,-5.95621,1,27,1,1991,33265,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
29.347702,47.94912,1,29,1,1991,33267,Kuwait,Middle East & North Africa,Asimah,Kuwait,Assassination
39.930771,32.76754,1,30,1,1991,33268,Ankara,Middle East & North Africa,Ankara,Turkey,Assassination
32.460617,35.301247,1,7,2,1991,33276,Jenin,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
32.460617,35.301247,1,7,2,1991,33276,Jenin,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
36.99154,35.331051,1,7,2,1991,33276,Adana,Middle East & North Africa,Adana,Turkey,Assassination
33.888523,35.503513,1,15,2,1991,33284,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
51.504387,-0.140041,1,18,2,1991,33287,London,Western Europe,England,United Kingdom,Bombing/Explosion
37.415668,41.371505,1,21,2,1991,33290,Midyat,Middle East & North Africa,Mardin,Turkey,Armed Assault
54.607712,-5.95621,1,24,2,1991,33293,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
36.802778,10.179722,1,27,2,1991,33296,Tunis,Middle East & North Africa,Tunis,Tunisia,Assassination
54.347539,-6.656108,2,1,3,1991,33298,Armagh,Western Europe,Northern Ireland,United Kingdom,Bombing/Explosion
54.607712,-5.95621,1,4,3,1991,33301,Belfast,Western Europe,Northern Ireland,United Kingdom,Assassination
39.470239,-0.376805,1,4,3,1991,33301,Valencia,Western Europe,Valencia,Spain,Assassination
54.542956,-6.926293,4,4,3,1991,33301,Cappagh,Western Europe,Northern Ireland,United Kingdom,Armed Assault
38.722017,36.39132,3,4,3,1991,33301,Pinarbasi,Middle East & North Africa,Kayseri,Turkey,Armed Assault
36.763763,3.055413,2,8,3,1991,33305,Algiers,Middle East & North Africa,Algiers,Algeria,Bombing/Explosion
31.771599,35.2034,1,10,3,1991,33307,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
31.771599,35.2034,1,10,3,1991,33307,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
31.771599,35.2034,1,10,3,1991,33307,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
31.771599,35.2034,1,10,3,1991,33307,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
33.888523,35.503513,1,12,3,1991,33309,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
52.50153,13.401851,1,12,3,1991,33309,Berlin,Western Europe,Berlin,Germany,Assassination
37.99749,23.762728,1,12,3,1991,33309,Athens,Western Europe,Attica,Greece,Assassination
33.888523,35.503513,1,12,3,1991,33309,Beirut,Middle East & North Africa,Beirut,Lebanon,Assassination
37.929167,41.941111,1,13,3,1991,33310,Siirt,Middle East & North Africa,Siirt,Turkey,Armed Assault
,,6,14,3,1991,33311,Ikitepe,Middle East & North Africa,Unknown,Turkey,Armed Assault
43.291618,-1.977903,1,16,3,1991,33313,Donostia-San Sebastian,Western Europe,Basque Country,Spain,Bombing/Explosion
38.395649,27.135641,1,16,3,1991,33313,Izmir,Middle East & North Africa,Izmir,Turkey,Bombing/Explosion
38.395649,27.135641,1,16,3,1991,33313,Izmir,Middle East & North Africa,Izmir,Turkey,Bombing/Explosion
31.927683,34.797672,1,16,3,1991,33313,Nes Ziyyona,Middle East & North Africa,Central,Israel,Assassination
38.395649,27.135641,2,16,3,1991,33313,Izmir,Middle East & North Africa,Izmir,Turkey,Armed Assault
33.888523,35.503513,8,20,3,1991,33317,Beirut,Middle East & North Africa,Beirut,Lebanon,Assassination
37.33083,42.184602,4,20,3,1991,33317,Cizre,Middle East & North Africa,Sirnak,Turkey,Armed Assault
38.395649,27.135641,1,21,3,1991,33318,Izmir,Middle East & North Africa,Izmir,Turkey,Bombing/Explosion
43.258434,-2.921819,1,21,3,1991,33318,Bilbao,Western Europe,Basque Country,Spain,Assassination
41.106178,28.689863,1,22,3,1991,33319,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
32.347771,35.530738,2,22,3,1991,33319,Shadmot Mehola,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Armed Assault
,,3,24,3,1991,33321,Velsoy,Eastern Europe,Unknown,Soviet Union,Armed Assault
41.106178,28.689863,1,26,3,1991,33323,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
41.106178,28.689863,1,26,3,1991,33323,Istanbul,Middle East & North Africa,Istanbul,Turkey,Assassination
31.771599,35.2034,1,27,3,1991,33324,Jerusalem,Middle East & North Africa,Jerusalem,Israel,Assassination
31.907141,35.198219,1,27,3,1991,33324,Ramallah,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Assassination
31.907141,35.198219,1,27,3,1991,33324,Ramallah,Middle East & North Africa,West Bank,West Bank and Gaza Strip,Armed Assault
54.446968,-6.39292,3,28,3,1991,33325,Craigavon,Western Europe,Northern Ireland,United Kingdom,Assassination
33.917011,35.588733,4,29,3,1991,33326,Antelias,Middle East & North Africa,Mount Lebanon,Lebanon,Bombing/Explosion
33.888523,35.503513,8,29,3,1991,33326,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
33.888523,35.503513,4,29,3,1991,33326,Beirut,Middle East & North Africa,Beirut,Lebanon,Bombing/Explosion
51.213924,6.780691,1,1,4,1991,33329,Dusseldorf,Western Europe,North Rhine-Westphalia,Germany,Assassination
31.278791,34.256435,1,2,4,1991,33330,Rafah,Middle East & North Africa,Gaza Strip,West Bank and Gaza Strip,Assassination
32.409504,35.28063,1,2,4,1991,33330,Kabatiya,Middle East & North Africa,West Bank,Israel,Assassination
32.409504,35.28063,1,2,4,1991,33330,Kabatiya,Middle East & North Africa,West Bank,Israel,Assassination
